"path","line","declaration"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutionRequest.cs","45","public UnitBaseModel EventTarget { get; private set; }"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutionRequest.cs","47","public IReadOnlyList<UnitBaseModel> AppliedTargets => appliedTargets;"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutionRequest.cs","54","internal Action<UnitBaseModel> HitCompleted { get; set; }"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutionRequest.cs","56","internal Action<UnitBaseModel> TargetDefeated { get; set; }"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutionRequest.cs","58","internal int DefeatedTargetCount { get; private set; }"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutionRequest.cs","60","internal IReadOnlyCollection<string> TriggerAncestry =>"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutionRequest.cs","63","internal string TriggerSourceSkillId { get; private set; }"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutionRequest.cs","66","public void SetEventTarget(UnitBaseModel target)"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutionRequest.cs","72","internal void RecordAppliedTarget(UnitBaseModel target)"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutionRequest.cs","81","internal void NotifyHitCompleted(UnitBaseModel target)"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutionRequest.cs","89","internal void NotifyTargetDefeated(UnitBaseModel target)"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutionRequest.cs","96","internal void InheritTriggerAncestry("
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutionRuntime.cs","11","public sealed class SkillExecutionRuntime"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutionRuntime.cs","27","public SkillExecutionRuntime("
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutionRuntime.cs","59","public SkillTriggerDispatcher Triggers { get; }"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutionRuntime.cs","61","public event Action<Definitions.Choices.ChoiceNodeDefinition>"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutionRuntime.cs","65","public void ApplyPassives("
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutionRuntime.cs","106","public void ResetCombat()"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutionRuntime.cs","130","public bool TryExecute(InGameCombatManager combat, SkillExecutionRequest request)"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutor.cs","15","internal abstract class SkillExecutor"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutor.cs","18","protected SkillExecutor("
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutor.cs","32","protected GameDefinitionCatalog Catalog { get; }"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutor.cs","34","protected SkillTargeting Targeting { get; }"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutor.cs","36","protected SkillActorManager Actors { get; }"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutor.cs","38","protected EffectManager Effects { get; }"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutor.cs","40","protected Func<float> RandomValue { get; }"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutor.cs","46","public abstract bool Execute("
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutor.cs","52","protected IReadOnlyList<UnitBaseModel> ResolveTargets(SkillExecutionRequest request)"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutor.cs","62","protected IReadOnlyList<UnitBaseModel> ResolveTargets("
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutor.cs","75","protected EffectHandle CreateEffectAt("
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutor.cs","124","protected void RegisterImpactEffect("
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutor.cs","161","protected void ApplyStatuses("
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutor.cs","216","protected static void CompleteHit("
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutor.cs","224","protected void ApplyDamageWithNodes("
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillExecutor.cs","670","protected void ApplyPlanStatusModifiers("
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillNodeSupport.cs","7","public enum SkillNodeBehavior"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillNodeSupport.cs","19","public static class SkillNodeSupport"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillNodeSupport.cs","22","public static SkillNodeBehavior Resolve(string handlerId)"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillNodeSupport.cs","107","public static SkillNodeRuntimeOwner ResolveRuntimeOwner("
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillNodeSupport.cs","288","public enum SkillNodeRuntimeOwner"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillTargeting.cs","8","public readonly struct CombatFootprint"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillTargeting.cs","10","public CombatFootprint(float halfWidth, float halfHeight)"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillTargeting.cs","15","public CombatFootprint("
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillTargeting.cs","35","public CombatVector2 CenterOffset { get; }"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillTargeting.cs","37","public float HalfWidth { get; }"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillTargeting.cs","39","public float HalfHeight { get; }"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillTargeting.cs","42","public readonly struct ProjectileIntersection"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillTargeting.cs","44","public ProjectileIntersection("
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillTargeting.cs","54","public UnitBaseModel Target { get; }"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillTargeting.cs","56","public float SegmentFraction { get; }"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillTargeting.cs","58","public CombatVector2 Position { get; }"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillTargeting.cs","61","public sealed class SkillTargeting"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillTargeting.cs","66","public SkillTargeting("
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillTargeting.cs","75","public IReadOnlyList<UnitBaseModel> Resolve("
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillTargeting.cs","89","public IReadOnlyList<UnitBaseModel> Resolve("
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillTargeting.cs","158","public UnitBaseModel FindNearestLiving("
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillTargeting.cs","192","public IReadOnlyList<UnitBaseModel> ResolveOrderedAll("
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillTargeting.cs","215","public IReadOnlyList<UnitBaseModel> InRadius("
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillTargeting.cs","247","public IReadOnlyList<ProjectileIntersection> ResolveProjectileIntersections("
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillTargeting.cs","634","internal static float ReadFloat(SkillDefinition skill, string column)"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillTargeting.cs","641","internal static int ReadInt(SkillDefinition skill, string column)"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillTargeting.cs","648","internal static string ReadString(SkillDefinition skill, string column)"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillTriggerDispatcher.cs","12","public enum SkillTriggerEvaluationResult"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillTriggerDispatcher.cs","21","public sealed class SkillTriggerDispatcher"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillTriggerDispatcher.cs","38","public SkillTriggerDispatcher("
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillTriggerDispatcher.cs","60","public event Action<"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillTriggerDispatcher.cs","67","public void Tick(float deltaTime)"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillTriggerDispatcher.cs","81","public void Reset()"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillTriggerDispatcher.cs","89","public int Dispatch("
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillTriggerSupport.cs","7","public static class SkillTriggerSupport"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillTriggerSupport.cs","10","public static void Validate(SkillTriggerDefinition trigger)"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillTriggerSupport.cs","54","internal static string Read(SkillTriggerDefinition trigger, string column)"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillTriggerSupport.cs","62","internal static float Float(SkillTriggerDefinition trigger, string column)"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Execution/SkillTriggerSupport.cs","71","internal static int Int(SkillTriggerDefinition trigger, string column)"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/EnemySkillBucket.cs","7","public sealed class EnemySkillBucket : SkillBucket"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/EnemySkillBucket.cs","9","public const int ActiveSkillSlotLimit = 2;"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/EnemySkillBucket.cs","10","public const int PassiveSkillSlotLimit = 1;"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/EnemySkillBucket.cs","12","public EnemySkillBucket("
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/EnemySkillBucket.cs","44","public EnemyDefinition OwnerDefinition { get; }"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/EnemySkillBucket.cs","46","public SkillDefinition SlotASkill { get; }"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/EnemySkillBucket.cs","48","public SkillDefinition SlotBSkill { get; }"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/EnemySkillBucket.cs","50","public PassiveDefinition PassiveSkill { get; }"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/MonsterSkillBucket.cs","10","public sealed class MonsterSkillBucket : SkillBucket"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/MonsterSkillBucket.cs","12","public const int MaximumActiveSkills = 3;"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/MonsterSkillBucket.cs","13","public const int MaximumPassiveSkills = 5;"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/MonsterSkillBucket.cs","14","public const int MaximumActiveEnhancementsPerSkill = 3;"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/MonsterSkillBucket.cs","15","public const int MaximumActiveMastersPerSkill = 1;"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/MonsterSkillBucket.cs","16","public const int MaximumPassiveEnhancementsPerSkill = 3;"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/MonsterSkillBucket.cs","24","public MonsterSkillBucket("
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/MonsterSkillBucket.cs","45","public MonsterDefinition OwnerDefinition { get; }"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/MonsterSkillBucket.cs","47","public IReadOnlyList<SkillChoiceDefinition> SelectedChoices =>"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/MonsterSkillBucket.cs","50","public bool CanLearnActive(SkillDefinition definition)"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/MonsterSkillBucket.cs","58","public bool TryLearnActive(SkillDefinition definition)"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/MonsterSkillBucket.cs","69","public bool CanLearnPassive(PassiveDefinition definition)"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/MonsterSkillBucket.cs","77","public bool TryLearnPassive(PassiveDefinition definition)"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/MonsterSkillBucket.cs","88","public bool CanSelectChoice(SkillChoiceDefinition choice)"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/MonsterSkillBucket.cs","131","public bool TrySelectChoice(SkillChoiceDefinition choice)"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/SkillBucket.cs","8","public abstract class SkillBucket"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/SkillBucket.cs","18","protected SkillBucket()"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/SkillBucket.cs","26","public IReadOnlyList<SkillDefinition> ActiveSkills => readOnlyActiveSkills;"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/SkillBucket.cs","28","public IReadOnlyList<PassiveDefinition> PassiveSkills => readOnlyPassiveSkills;"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/SkillBucket.cs","30","public IReadOnlyDictionary<string, SkillCooldown> Cooldowns => readOnlyCooldowns;"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/SkillBucket.cs","32","public SkillCooldown GetCooldown(string skillId)"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/SkillBucket.cs","47","public void TickCooldowns(float deltaTime)"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/SkillBucket.cs","55","public void ResetRuntimeState()"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/SkillBucket.cs","63","protected void RegisterActive(SkillDefinition definition)"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/SkillBucket.cs","77","protected void RegisterPassive(PassiveDefinition definition)"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/SkillCooldown.cs","6","public sealed class SkillCooldown"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/SkillCooldown.cs","16","public SkillCooldown(SkillDefinition definition)"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/SkillCooldown.cs","51","public SkillDefinition Definition { get; }"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/SkillCooldown.cs","53","public float RemainingCooldown { get; private set; }"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/SkillCooldown.cs","55","public int? CurrentMagazine { get; private set; }"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/SkillCooldown.cs","57","public float RemainingReload { get; private set; }"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/SkillCooldown.cs","59","public float RemainingShotInterval { get; private set; }"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/SkillCooldown.cs","61","public bool IsReloading => RemainingReload > 0f;"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/SkillCooldown.cs","63","public bool CanUse()"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/SkillCooldown.cs","71","public bool TryUse()"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/SkillCooldown.cs","92","public void Tick(float deltaTime)"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/SkillCooldown.cs","107","public void ResetForNextRound()"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/SkillCooldown.cs","115","public void ReduceCooldown(float ratio)"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/SkillCooldown.cs","121","public void ReduceReload(float ratio)"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/SkillCooldown.cs","136","public void ScaleCooldown(float multiplier)"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/SkillCooldown.cs","142","public void ScaleReload(float multiplier)"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/SkillCooldown.cs","148","public void ScaleShotInterval(float multiplier)"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/SkillCooldown.cs","154","public void ResetCooldown()"
"Pakuri/Assets/Scripts/NewCore/Combat/Skills/Runtime/SkillCooldown.cs","159","public void SetMagazineBonus(int bonus)"
"Pakuri/Assets/Scripts/NewCore/Combat/Status/RuntimeCombatModifier.cs","6","public sealed class RuntimeCombatModifier"
"Pakuri/Assets/Scripts/NewCore/Combat/Status/RuntimeCombatModifier.cs","8","internal RuntimeCombatModifier("
"Pakuri/Assets/Scripts/NewCore/Combat/Status/RuntimeCombatModifier.cs","36","public string Kind { get; }"
"Pakuri/Assets/Scripts/NewCore/Combat/Status/RuntimeCombatModifier.cs","38","public float Value { get; }"
"Pakuri/Assets/Scripts/NewCore/Combat/Status/RuntimeCombatModifier.cs","40","public string Filter { get; }"
"Pakuri/Assets/Scripts/NewCore/Combat/Status/RuntimeCombatModifier.cs","42","public string SecondaryFilter { get; }"
"Pakuri/Assets/Scripts/NewCore/Combat/Status/RuntimeCombatModifier.cs","44","public UnitBaseModel Source { get; }"
"Pakuri/Assets/Scripts/NewCore/Combat/Status/RuntimeCombatModifier.cs","46","public float RemainingDuration { get; private set; }"
"Pakuri/Assets/Scripts/NewCore/Combat/Status/RuntimeCombatModifier.cs","48","public bool IsExpired => RemainingDuration <= 0f;"
"Pakuri/Assets/Scripts/NewCore/Combat/Status/RuntimeCombatModifier.cs","50","internal void Tick(float deltaTime)"
"Pakuri/Assets/Scripts/NewCore/Combat/Status/StatusEffect.cs","7","public sealed class StatusEffect"
"Pakuri/Assets/Scripts/NewCore/Combat/Status/StatusEffect.cs","9","internal StatusEffect("
"Pakuri/Assets/Scripts/NewCore/Combat/Status/StatusEffect.cs","29","public StatusDefinition Definition { get; }"
"Pakuri/Assets/Scripts/NewCore/Combat/Status/StatusEffect.cs","31","public UnitBaseModel ApplyingUnit { get; }"
"Pakuri/Assets/Scripts/NewCore/Combat/Status/StatusEffect.cs","33","public UnitBaseModel AffectedUnit { get; }"
"Pakuri/Assets/Scripts/NewCore/Combat/Status/StatusEffect.cs","35","public float? RemainingDuration { get; private set; }"
"Pakuri/Assets/Scripts/NewCore/Combat/Status/StatusEffect.cs","37","public int CurrentStacks { get; private set; }"
"Pakuri/Assets/Scripts/NewCore/Combat/Status/StatusEffect.cs","39","public string SourceSkillId { get; }"
"Pakuri/Assets/Scripts/NewCore/Combat/Status/StatusEffect.cs","41","public int? MaximumStacks { get; private set; }"
"Pakuri/Assets/Scripts/NewCore/Combat/Status/StatusEffect.cs","43","public float TrackedIncomingDamage { get; private set; }"
"Pakuri/Assets/Scripts/NewCore/Combat/Status/StatusEffect.cs","45","public string LastTrackedAttribute { get; private set; }"
"Pakuri/Assets/Scripts/NewCore/Combat/Status/StatusEffect.cs","47","public bool IsPermanent => Definition.is_permanent == true;"
"Pakuri/Assets/Scripts/NewCore/Combat/Status/StatusEffect.cs","49","public bool IsExpired =>"
"Pakuri/Assets/Scripts/NewCore/Combat/Status/StatusEffect.cs","52","internal void Refresh("
"Pakuri/Assets/Scripts/NewCore/Combat/Status/StatusEffect.cs","72","internal void Tick(float deltaTime)"
"Pakuri/Assets/Scripts/NewCore/Combat/Status/StatusEffect.cs","82","public void Extend(float durationSeconds)"
"Pakuri/Assets/Scripts/NewCore/Combat/Status/StatusEffect.cs","96","internal int RemoveStacks(int amount)"
"Pakuri/Assets/Scripts/NewCore/Combat/Status/StatusEffect.cs","107","internal void TrackIncomingDamage(string attribute, float amount)"
"Pakuri/Assets/Scripts/NewCore/Core/Bootstrap/GameBootstrap.cs","8","public sealed class GameBootstrap"
"Pakuri/Assets/Scripts/NewCore/Core/Bootstrap/GameBootstrap.cs","10","public GameBootstrap(IReadOnlyDictionary<string, string> retainedCsvFiles)"
"Pakuri/Assets/Scripts/NewCore/Core/Bootstrap/GameBootstrap.cs","20","public GameDefinitionCatalog Catalog { get; }"
"Pakuri/Assets/Scripts/NewCore/Core/Catalog/GameDefinitionCatalog.cs","15","public sealed class GameDefinitionCatalog"
"Pakuri/Assets/Scripts/NewCore/Core/Catalog/GameDefinitionCatalog.cs","33","internal GameDefinitionCatalog("
"Pakuri/Assets/Scripts/NewCore/Core/Catalog/GameDefinitionCatalog.cs","87","public int SourceFileCount { get; }"
"Pakuri/Assets/Scripts/NewCore/Core/Catalog/GameDefinitionCatalog.cs","89","public int SchemaFileCount { get; }"
"Pakuri/Assets/Scripts/NewCore/Core/Catalog/GameDefinitionCatalog.cs","91","public IReadOnlyList<CsvDefinition> AllDefinitions => allDefinitions;"
"Pakuri/Assets/Scripts/NewCore/Core/Catalog/GameDefinitionCatalog.cs","93","public IReadOnlyList<CatalogMonsterDefinition> CatalogMonsters => catalogMonsters;"
"Pakuri/Assets/Scripts/NewCore/Core/Catalog/GameDefinitionCatalog.cs","95","public IReadOnlyList<MonsterModifierSkillChoiceDefinition> ModifierChoices =>"
"Pakuri/Assets/Scripts/NewCore/Core/Catalog/GameDefinitionCatalog.cs","98","public IReadOnlyList<ChoiceNodeDefinition> ChoiceNodes => choiceNodes;"
"Pakuri/Assets/Scripts/NewCore/Core/Catalog/GameDefinitionCatalog.cs","100","public IReadOnlyList<NodeParamDefinition> NodeParams => nodeParams;"
"Pakuri/Assets/Scripts/NewCore/Core/Catalog/GameDefinitionCatalog.cs","102","public IReadOnlyList<StageEncounterDefinition> StageEncounters => stageEncounters;"
"Pakuri/Assets/Scripts/NewCore/Core/Catalog/GameDefinitionCatalog.cs","104","public IReadOnlyDictionary<string, SkillDefinition> Skills => skills;"
"Pakuri/Assets/Scripts/NewCore/Core/Catalog/GameDefinitionCatalog.cs","106","public IReadOnlyDictionary<string, SkillChoiceDefinition> Choices => choices;"
"Pakuri/Assets/Scripts/NewCore/Core/Catalog/GameDefinitionCatalog.cs","108","public IReadOnlyDictionary<string, SkillTriggerDefinition> Triggers => triggers;"
"Pakuri/Assets/Scripts/NewCore/Core/Catalog/GameDefinitionCatalog.cs","110","public IReadOnlyDictionary<string, NodeTypeDefinition> NodeTypes => nodeTypes;"
"Pakuri/Assets/Scripts/NewCore/Core/Catalog/GameDefinitionCatalog.cs","112","public IReadOnlyDictionary<string, MonsterDefinition> Monsters => monsters;"
"Pakuri/Assets/Scripts/NewCore/Core/Catalog/GameDefinitionCatalog.cs","114","public IReadOnlyDictionary<string, EnemyDefinition> Enemies => enemies;"
"Pakuri/Assets/Scripts/NewCore/Core/Catalog/GameDefinitionCatalog.cs","116","public IReadOnlyDictionary<string, StatusDefinition> Statuses => statuses;"
"Pakuri/Assets/Scripts/NewCore/Core/Catalog/GameDefinitionCatalog.cs","118","public IReadOnlyDictionary<string, StageDayDefinition> StageDays => stageDays;"
"Pakuri/Assets/Scripts/NewCore/Core/Catalog/GameDefinitionCatalog.cs","120","public IReadOnlyDictionary<string, StageRewardDefinition> StageRewards => stageRewards;"
"Pakuri/Assets/Scripts/NewCore/Core/Catalog/GameDefinitionCatalog.cs","122","public SkillDefinition GetSkill(string skillId)"
"Pakuri/Assets/Scripts/NewCore/Core/Catalog/GameDefinitionCatalog.cs","127","public MonsterDefinition GetMonster(string monsterId)"
"Pakuri/Assets/Scripts/NewCore/Core/Catalog/GameDefinitionCatalog.cs","132","public EnemyDefinition GetEnemy(string enemyId)"
"Pakuri/Assets/Scripts/NewCore/Core/Catalog/GameDefinitionCatalog.cs","137","public StatusDefinition GetStatus(string statusId)"
"Pakuri/Assets/Scripts/NewCore/Core/Catalog/GameDefinitionCatalog.cs","142","public SkillChoiceDefinition GetChoice(string choiceId)"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/ChoiceNodeDefinition.cs","3","public sealed class ChoiceNodeDefinition : CsvDefinition"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/ChoiceNodeDefinition.cs","5","internal ChoiceNodeDefinition(CsvDefinitionData data)"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/ChoiceNodeDefinition.cs","16","public string monster_id => RequiredString(nameof(monster_id));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/ChoiceNodeDefinition.cs","18","public string owner_kind => RequiredString(nameof(owner_kind));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/ChoiceNodeDefinition.cs","20","public string owner_id => RequiredString(nameof(owner_id));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/ChoiceNodeDefinition.cs","22","public string graph_kind => RequiredString(nameof(graph_kind));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/ChoiceNodeDefinition.cs","24","public int? graph_index => OptionalInt(nameof(graph_index));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/ChoiceNodeDefinition.cs","26","public string target_skill_id => OptionalString(nameof(target_skill_id));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/ChoiceNodeDefinition.cs","28","public int? node_order => OptionalInt(nameof(node_order));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/ChoiceNodeDefinition.cs","30","public string node_type_id => RequiredString(nameof(node_type_id));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/ChoiceNodeDefinition.cs","32","public string arg_1 => OptionalString(nameof(arg_1));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/ChoiceNodeDefinition.cs","34","public string arg_2 => OptionalString(nameof(arg_2));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/ChoiceNodeDefinition.cs","36","public string arg_3 => OptionalString(nameof(arg_3));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/ChoiceNodeDefinition.cs","38","public string arg_4 => OptionalString(nameof(arg_4));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/ChoiceNodeDefinition.cs","40","public string arg_5 => OptionalString(nameof(arg_5));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/ChoiceNodeDefinition.cs","42","public string arg_6 => OptionalString(nameof(arg_6));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/ChoiceNodeDefinition.cs","44","public string arg_7 => OptionalString(nameof(arg_7));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/ChoiceNodeDefinition.cs","46","public string arg_8 => OptionalString(nameof(arg_8));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/ChoiceNodeDefinition.cs","48","public string arg_9 => OptionalString(nameof(arg_9));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/ChoiceNodeDefinition.cs","50","public string arg_10 => OptionalString(nameof(arg_10));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/ChoiceNodeDefinition.cs","52","public string arg_11 => OptionalString(nameof(arg_11));"
"Pakuri/Assets/Scripts/NewCore/Core/Definitions/Choices/ChoiceNodeDefinition.cs","54","public string arg_12 => OptionalString(nameof(arg_12));"
