"monster_id","owner_kind","owner_id","target_skill_id","node_order","node_type_id","arg_1","arg_2","arg_3","arg_4","arg_5","arg_6","arg_7","arg_8","arg_9","arg_10","arg_11","arg_12","excludes_active_choice_id"
"rin","Trigger","rin-i-finishing-kill-action-speed","rin-i","2","SelectTargets","AllAllies","Owner","Battlefield","Caster","Center","","","","","","","",""
"rin","Trigger","rin-i-finishing-kill-action-speed","rin-i","3","SetDuration","4","","","","","","","","","","","",""
"rin","Trigger","rin-i-finishing-kill-action-speed","rin-i","4","StatusActionSpeedBonus","0.10","","","","","","","","","","","",""
"rin","Trigger","rin-i-finishing-kill-crit-damage-trait2","rin-i","1","StatusModifier","","","","","","","","","","","","",""
"rin","Trigger","rin-i-finishing-kill-crit-damage-trait2","rin-i","2","SelectTargets","AllAllies","Owner","Battlefield","Caster","Center","","","","","","","",""
"rin","Trigger","rin-i-finishing-kill-crit-damage-trait2","rin-i","3","SetDuration","4","","","","","","","","","","","",""
"rin","Trigger","rin-i-finishing-kill-crit-damage-trait2","rin-i","4","StatusCriticalDamageBonus","0.25","","","","","","","","","","","",""
"rin","Trigger","rin-j@effect1","rin-e","1","StatusModifier","","","","","","","","","","","","",""
"rin","Trigger","rin-j@effect1","rin-e","2","SelectTargets","Enemy","Owner","Battlefield","Caster","Center","","","","","","","",""
"rin","Trigger","rin-j@effect1","rin-e","3","SetDuration","4","","","","","","","","","","","",""
"rin","Trigger","rin-j@effect1","rin-e","4","StatusElementResistReduction","0.18","Physical","","","","","","","","","","",""
"rin","Trigger","rin-j@effect2","rin-e","1","StatusModifier","","","","","","","","","","","","",""
"rin","Trigger","rin-j@effect2","rin-e","2","SelectTargets","AllAllies","Owner","Battlefield","Caster","Center","","","","","","","",""
"rin","Trigger","rin-j@effect2","rin-e","3","ConditionHitCountMin","3","","","","","","","","","","","",""
"rin","Trigger","rin-j@effect2","rin-e","4","SetDuration","3","","","","","","","","","","","",""
"rin","Trigger","rin-j@effect2","rin-e","5","StatusActionSpeedBonus","0.12","","","","","","","","","","","",""
"rin","Trigger","rin-j-trait-1","rin-e","1","StatusModifier","","","","","","","","","","","","",""
"rin","Trigger","rin-j-trait-1","rin-e","2","SelectTargets","Enemy","Owner","Battlefield","Caster","Center","","","","","","","",""
"rin","Trigger","rin-j-trait-1","rin-e","3","SetDuration","4","","","","","","","","","","","",""
"rin","Trigger","rin-j-trait-1","rin-e","4","StatusElementResistReduction","0.08","Physical","","","","","","","","","","",""
"rin","Trigger","rin-j-trait-2","rin-e","1","StatusModifier","","","","","","","","","","","","",""
"rin","Trigger","rin-j-trait-2","rin-e","2","SelectTargets","AllAllies","Owner","Battlefield","Caster","Center","","","","","","","",""
"rin","Trigger","rin-j-trait-2","rin-e","3","ConditionHitCountMin","3","","","","","","","","","","","",""
"rin","Trigger","rin-j-trait-2","rin-e","4","SetDuration","3","","","","","","","","","","","",""
"rin","Trigger","rin-j-trait-2","rin-e","5","StatusAttackPowerBonus","0.15","","","","","","","","","","","",""
"sein","Trigger","sein-f@effect1","sein-f","1","StatusModifier","","","","","","","","","","","","",""
"sein","Trigger","sein-f@effect1","sein-f","2","SelectTargets","AllAllies","Owner","Battlefield","Caster","Center","","","","","","","",""
"sein","Trigger","sein-f@effect1","sein-f","3","SetDuration","0.5","","","","","","","","","","","",""
"sein","Trigger","sein-f@effect1","sein-f","4","StatusDamageBonusRate","0.12","Fire","","","","","","","","","","",""
"sein","Trigger","sein-f@effect2","sein-f","1","StatusModifier","","","","","","","","","","","","",""
"sein","Trigger","sein-f@effect2","sein-f","2","SelectTargets","AllAllies","Owner","Battlefield","Caster","Center","","","","","","","",""
"sein","Trigger","sein-f@effect2","sein-f","3","SetDuration","0.5","","","","","","","","","","","",""
"sein","Trigger","sein-f@effect2","sein-f","4","ConditionSkillAttribute","Fire","","","","","","","","","","","",""
"sein","Trigger","sein-f@effect2","sein-f","5","StatusCriticalChanceBonus","0.08","","","","","","","","","","","",""
"sein","Trigger","sein-f-trait-1","sein-f","1","StatusModifier","","","","","","","","","","","","",""
"sein","Trigger","sein-f-trait-1","sein-f","2","SelectTargets","AllAllies","Owner","Battlefield","Caster","Center","","","","","","","",""
"sein","Trigger","sein-f-trait-1","sein-f","3","SetDuration","0.5","","","","","","","","","","","",""
"sein","Trigger","sein-f-trait-1","sein-f","4","StatusDamageBonusRate","0.06","Fire","","","","","","","","","","",""
"sein","Trigger","sein-f-trait-3","sein-f","1","StatusModifier","","","","","","","","","","","","",""
"sein","Trigger","sein-f-trait-3","sein-f","2","SelectTargets","AllAllies","Owner","Battlefield","Caster","Center","","","","","","","",""
"sein","Trigger","sein-f-trait-3","sein-f","3","SetDuration","0.5","","","","","","","","","","","",""
"sein","Trigger","sein-f-trait-3","sein-f","4","ConditionSkillAttribute","Fire","","","","","","","","","","","",""
"sein","Trigger","sein-f-trait-3","sein-f","5","StatusCriticalDamageBonus","0.20","","","","","","","","","","","",""
"sein","Trigger","sein-h@effect1","sein-c","1","ApplyStatus","fire-resist-down","","","","","","","","","","","",""
"sein","Trigger","sein-h@effect1","sein-c","2","SelectTargets","Enemy","EventTarget","Single","EffectTarget","Center","true","","","","","","",""
"sein","Trigger","sein-h@effect1","sein-c","3","SetDuration","5","","","","","","","","","","","",""
"sein","Trigger","sein-h@effect1","sein-c","4","StatusFlatElementResistReduction","12","Fire","","","","","","","","","","",""
"sein","Trigger","sein-h-trait-1","sein-c","1","ApplyStatus","fire-resist-down","","","","","","","","","","","",""
"sein","Trigger","sein-h-trait-1","sein-c","2","SelectTargets","Enemy","EventTarget","Single","EffectTarget","Center","true","","","","","","",""
"sein","Trigger","sein-h-trait-1","sein-c","3","SetDuration","5","","","","","","","","","","","",""
"sein","Trigger","sein-h-trait-1","sein-c","4","StatusFlatElementResistReduction","6","Fire","","","","","","","","","","",""
"sein","Trigger","sein-h-trait-3","sein-c","1","ApplyStatus","fire-exposure","","","","","","","","","","","",""
"sein","Trigger","sein-h-trait-3","sein-c","2","SelectTargets","Enemy","EventTarget","Single","EffectTarget","Center","true","","","","","","",""
"sein","Trigger","sein-h-trait-3","sein-c","3","SetDuration","5","","","","","","","","","","","",""
"sein","Trigger","sein-h-trait-3","sein-c","4","StatusElementDamageTakenBonus","0.10","Fire","","","","","","","","","","",""
"sein","Trigger","sein-i@effect1","sein-d","1","ApplyStatus","fire-exposure","","","","","","","","","","","",""
"sein","Trigger","sein-i@effect1","sein-d","2","SelectTargets","Enemy","EventTarget","Single","EffectTarget","Center","true","","","","","","",""
"sein","Trigger","sein-i@effect1","sein-d","3","SetDuration","4","","","","","","","","","","","",""
"sein","Trigger","sein-i@effect1","sein-d","4","StatusElementDamageTakenBonus","0.15","Fire","","","","","","","","","","",""
"sein","Trigger","sein-i-trait-1","sein-d","1","ApplyStatus","fire-exposure","","","","","","","","","","","",""
"sein","Trigger","sein-i-trait-1","sein-d","2","SelectTargets","Enemy","EventTarget","Single","EffectTarget","Center","true","","","","","","",""
"sein","Trigger","sein-i-trait-1","sein-d","3","SetDuration","4","","","","","","","","","","","",""
"sein","Trigger","sein-i-trait-1","sein-d","4","StatusElementDamageTakenBonus","0.07","Fire","","","","","","","","","","",""
"sein","Trigger","sein-j@effect1","sein-e","1","ApplyStatus","fire-exposure","","","","","","","","","","","",""
"sein","Trigger","sein-j@effect1","sein-e","2","SelectTargets","Enemy","EventTarget","Single","EffectTarget","Center","true","","","","","","",""
"sein","Trigger","sein-j@effect1","sein-e","3","SetDuration","5","","","","","","","","","","","",""
"sein","Trigger","sein-j@effect1","sein-e","4","StatusElementDamageTakenBonus","0.20","Fire","","","","","","","","","","",""
"sein","Trigger","sein-j-trait-1","sein-e","1","ApplyStatus","fire-exposure","","","","","","","","","","","",""
"sein","Trigger","sein-j-trait-1","sein-e","2","SelectTargets","Enemy","EventTarget","Single","EffectTarget","Center","true","","","","","","",""
"sein","Trigger","sein-j-trait-1","sein-e","3","SetDuration","5","","","","","","","","","","","",""
"sein","Trigger","sein-j-trait-1","sein-e","4","StatusElementDamageTakenBonus","0.10","Fire","","","","","","","","","","",""
"sein","Trigger","sein-j-trait-3","sein-e","1","ApplyStatus","fire-resist-down","","","","","","","","","","","",""
"sein","Trigger","sein-j-trait-3","sein-e","2","SelectTargets","Enemy","EventTarget","Single","EffectTarget","Center","true","","","","","","",""
"sein","Trigger","sein-j-trait-3","sein-e","3","SetDuration","5","","","","","","","","","","","",""
"sein","Trigger","sein-j-trait-3","sein-e","4","StatusFlatElementResistReduction","8","Fire","","","","","","","","","","",""
"vega","Trigger","vega-f@effect1","vega-f","1","StatusModifier","","same_source_refresh","","","","","","","","","","",""
"vega","Trigger","vega-f@effect1","vega-f","2","SelectTargets","Enemy","Nearest","Battlefield","Caster","Center","false","true","","","","","",""
"vega","Trigger","vega-f@effect1","vega-f","3","SetDuration","0.5","","","","","","","","","","","",""
"vega","Trigger","vega-f@effect1","vega-f","4","ConditionStatus","name-mark","Enemy","","1","","","","","","","","",""
"vega","Trigger","vega-f@effect1","vega-f","5","StatusDamageTakenBonus","0.10","","","","","","","","","","","",""
"vega","Trigger","vega-f@effect2","vega-f","1","StatusModifier","","same_source_refresh","","","","","","","","","","",""
"vega","Trigger","vega-f@effect2","vega-f","2","SelectTargets","Enemy","Nearest","Battlefield","Caster","Center","false","true","","","","","",""
"vega","Trigger","vega-f@effect2","vega-f","3","SetDuration","0.5","","","","","","","","","","","",""
"vega","Trigger","vega-f@effect2","vega-f","4","ConditionStatus","name-mark","Enemy","","10","","","","","","","","",""
"vega","Trigger","vega-f@effect2","vega-f","5","StatusFlatElementResistReduction","8","Physical","","","","","","","","","","",""
"vega","Trigger","vega-f-trait-1","vega-f","1","StatusModifier","","same_source_refresh","","","","","","","","","","",""
"vega","Trigger","vega-f-trait-1","vega-f","2","SelectTargets","Enemy","Nearest","Battlefield","Caster","Center","false","true","","","","","",""
"vega","Trigger","vega-f-trait-1","vega-f","3","SetDuration","0.5","","","","","","","","","","","",""
"vega","Trigger","vega-f-trait-1","vega-f","4","ConditionStatus","name-mark","Enemy","","1","","","","","","","","",""
"vega","Trigger","vega-f-trait-1","vega-f","5","StatusDamageTakenBonus","0.05","","","","","","","","","","","",""
"vega","Trigger","vega-f-trait-2","vega-f","1","StatusModifier","","same_source_refresh","","","","","","","","","","",""
"vega","Trigger","vega-f-trait-2","vega-f","2","SelectTargets","Enemy","Nearest","Battlefield","Caster","Center","false","true","","","","","",""
"vega","Trigger","vega-f-trait-2","vega-f","3","SetDuration","0.5","","","","","","","","","","","",""
"vega","Trigger","vega-f-trait-2","vega-f","4","ConditionStatus","name-mark","Enemy","","10","","","","","","","","",""
"vega","Trigger","vega-f-trait-2","vega-f","5","StatusFlatElementResistReduction","4","Physical","","","","","","","","","","",""
"vega","Trigger","vega-g@effect1","vega-g","1","StatusModifier","","same_source_refresh","","","","","","","","","","",""
"vega","Trigger","vega-g@effect1","vega-g","2","SelectTargets","Enemy","Nearest","Battlefield","Caster","Center","false","true","","","","","",""
"vega","Trigger","vega-g@effect1","vega-g","3","SetDuration","0.5","","","","","","","","","","","",""
"vega","Trigger","vega-g@effect1","vega-g","4","ConditionStatus","silence","Enemy","","1","","","","","","","","",""
"vega","Trigger","vega-g@effect1","vega-g","5","StatusDamageTakenBonus","0.14","","","","","","","","","","","",""
"vega","Trigger","vega-g-trait-1","vega-g","1","StatusModifier","","same_source_refresh","","","","","","","","","","",""
"vega","Trigger","vega-g-trait-1","vega-g","2","SelectTargets","Enemy","Nearest","Battlefield","Caster","Center","false","true","","","","","",""
"vega","Trigger","vega-g-trait-1","vega-g","3","SetDuration","0.5","","","","","","","","","","","",""
"vega","Trigger","vega-g-trait-1","vega-g","4","ConditionStatus","silence","Enemy","","1","","","","","","","","",""
"vega","Trigger","vega-g-trait-1","vega-g","5","StatusDamageTakenBonus","0.06","","","","","","","","","","","",""
"vega","Trigger","vega-g-trait-3","vega-g","1","StatusModifier","","same_source_refresh","","","","","","","","","","",""
"vega","Trigger","vega-g-trait-3","vega-g","2","SelectTargets","Enemy","Nearest","Battlefield","Caster","Center","false","true","","","","","",""
"vega","Trigger","vega-g-trait-3","vega-g","3","SetDuration","0.5","","","","","","","","","","","",""
"vega","Trigger","vega-g-trait-3","vega-g","4","ConditionStatusExpression","silence&name-mark","Enemy","","","","","","","","","","",""
"vega","Trigger","vega-g-trait-3","vega-g","5","StatusCriticalResistanceBonus","-0.10","","","","","","","","","","","",""
"vega","Trigger","vega-g-mark-on-hit-base","vega-b","1","ApplyStatus","name-mark","","","","","","","","","","","",""
"vega","Trigger","vega-g-mark-on-hit-base","vega-b","2","SelectTargets","Enemy","EventTarget","Single","EffectTarget","AppliedTargets","false","false","","","","","",""
"vega","Trigger","vega-g-mark-on-hit-base","vega-b","3","AttachStatusPayload","name-mark","1","이름표식","0","1","2","same_source_refresh","","","","","",""
"vega","Trigger","vega-h@effect1","vega-h","1","StatusModifier","all_allies","same_source_refresh","","","","","","","","","","",""
"vega","Trigger","vega-h@effect1","vega-h","2","SelectTargets","AllAllies","Owner","Battlefield","Caster","Center","false","true","","","","","",""
"vega","Trigger","vega-h@effect1","vega-h","3","SetDuration","0.5","","","","","","","","","","","",""
"vega","Trigger","vega-h@effect1","vega-h","4","RequiredSourceStatus","slaughter-permit","1","","","","","","","","","","",""
"vega","Trigger","vega-h@effect1","vega-h","5","StatusActionSpeedBonus","0.12","","","","","","","","","","","",""
"vega","Trigger","vega-h-trait-1","vega-h","1","StatusModifier","all_allies","same_source_refresh","","","","","","","","","","",""
"vega","Trigger","vega-h-trait-1","vega-h","2","SelectTargets","AllAllies","Owner","Battlefield","Caster","Center","false","true","","","","","",""
"vega","Trigger","vega-h-trait-1","vega-h","3","SetDuration","0.5","","","","","","","","","","","",""
"vega","Trigger","vega-h-trait-1","vega-h","4","RequiredSourceStatus","slaughter-permit","1","","","","","","","","","","",""
"vega","Trigger","vega-h-trait-1","vega-h","5","StatusActionSpeedBonus","0.06","","","","","","","","","","","",""
"vega","Trigger","vega-h-trait-2","vega-h","1","StatusModifier","all_allies","same_source_refresh","","","","","","","","","","",""
"vega","Trigger","vega-h-trait-2","vega-h","2","SelectTargets","AllAllies","Owner","Battlefield","Caster","Center","false","true","","","","","",""
"vega","Trigger","vega-h-trait-2","vega-h","3","SetDuration","0.5","","","","","","","","","","","",""
"vega","Trigger","vega-h-trait-2","vega-h","4","RequiredSourceStatus","slaughter-permit","1","","","","","","","","","","",""
"vega","Trigger","vega-h-trait-2","vega-h","5","StatusAttackPowerBonus","0.08","","","","","","","","","","","",""
"vega","Trigger","vega-h-trait-3","vega-h","1","StatusModifier","","same_source_refresh","","","","","","","","","","",""
"vega","Trigger","vega-h-trait-3","vega-h","2","SelectTargets","Enemy","Nearest","Battlefield","Caster","Center","false","true","","","","","",""
"vega","Trigger","vega-h-trait-3","vega-h","3","SetDuration","0.5","","","","","","","","","","","",""
"vega","Trigger","vega-h-trait-3","vega-h","4","RequiredSourceStatus","slaughter-permit","1","","","","","","","","","","",""
"vega","Trigger","vega-h-trait-3","vega-h","5","ConditionStatus","name-mark","Enemy","","1","","","","","","","","",""
"vega","Trigger","vega-h-trait-3","vega-h","6","StatusDamageTakenBonus","0.10","","","","","","","","","","","",""
"eve","Trigger","eve-h-freeze-expire-burst","eve-h","1","ApplyDamage","Ice","16","1.0","1","","","","","","","","",""
"eve","Trigger","eve-h-freeze-expire-burst","eve-h","2","SelectTargets","Enemy","EventTarget","Single","EffectTarget","AppliedTargets","true","","","","","","",""
"eve","Trigger","eve-g-auto-prism-ray","eve-g","1","ExecuteSkill","eve-b","","","","","","","","","","","",""
"rin","Trigger","rin-i-execute-hit-rin-e-cooldown-trait3","rin-i","1","SelectTargets","Enemy","EventTarget","Single","EffectTarget","","","","1","","","","",""
"rin","Trigger","rin-i-execute-hit-rin-e-cooldown-trait3","rin-i","2","RefundCooldown","rin-e","0.12","","","","","","","","","","",""
"rin","Trigger","rin-f-followup","rin-f","1","ApplyDamage","Physical","0","","1","0","0","","EventAppliedDamage","0.35","Physical","","",""
"rin","Trigger","rin-f-followup","rin-f","2","SelectTargets","Enemy","EventTarget","Single","EffectTarget","","","","1","","","","",""
"rin","Trigger","rin-f-followup","rin-f","3","ShowVisual","Assets/Image/Monster/Rin/Legacy/Effect_Sprite/5-1.png","Assets/Image/Monster/Rin/Legacy/Effect_Sprite/ChatGPT Image 2026년 5월 24일 오후 12_53_20-Photoroom 2_0.controller","0.4258","0","2.18","2.35","","","","","","",""
"rin","Trigger","rin-f-followup-trait2","rin-f","1","ApplyDamage","Physical","0","","1.15","0","0","","EventAppliedDamage","0.35","Physical","","",""
"rin","Trigger","rin-f-followup-trait2","rin-f","2","SelectTargets","Enemy","EventTarget","Single","EffectTarget","","","","1","","","","",""
"rin","Trigger","rin-f-followup-trait2","rin-f","3","ShowVisual","Assets/Image/Monster/Rin/Legacy/Effect_Sprite/5-1.png","Assets/Image/Monster/Rin/Legacy/Effect_Sprite/ChatGPT Image 2026년 5월 24일 오후 12_53_20-Photoroom 2_0.controller","0.4258","0","2.18","2.35","","","","","","",""
"rin","Trigger","rin-f-followup-lightning-trait3","rin-f","1","ApplyDamage","Lightning","0","","1","0","0","","EventAppliedDamage","0.105","Physical","","",""
"rin","Trigger","rin-f-followup-lightning-trait3","rin-f","2","SelectTargets","Enemy","EventTarget","Single","EffectTarget","","","","1","","","","",""
"rin","Trigger","rin-h-auto-shockwave-base-base","rin-h","1","ApplyDamage","Physical","28","","0.75","1.6","1.35","","Fixed","0","Physical","","",""
"rin","Trigger","rin-h-auto-shockwave-base-base","rin-h","2","SelectTargets","Enemy","Nearest","Circle","NearestEnemy","","","true","","","","","",""
"rin","Trigger","rin-h-auto-shockwave-lightning-base-base","rin-h","1","ApplyDamage","Lightning","28","","0.225","1.6","1.35","","Fixed","0","Physical","","",""
"rin","Trigger","rin-h-auto-shockwave-lightning-base-base","rin-h","2","SelectTargets","Enemy","Nearest","Circle","NearestEnemy","","","true","","","","","",""
"rin","Trigger","rin-h-auto-shockwave-base-t2","rin-h","1","ApplyDamage","Physical","28","","0.9","1.6","1.35","","Fixed","0","Physical","","",""
"rin","Trigger","rin-h-auto-shockwave-base-t2","rin-h","2","SelectTargets","Enemy","Nearest","Circle","NearestEnemy","","","true","","","","","",""
"rin","Trigger","rin-h-auto-shockwave-lightning-base-t2","rin-h","1","ApplyDamage","Lightning","28","","0.27","1.6","1.35","","Fixed","0","Physical","","",""
"rin","Trigger","rin-h-auto-shockwave-lightning-base-t2","rin-h","2","SelectTargets","Enemy","Nearest","Circle","NearestEnemy","","","true","","","","","",""
"rin","Trigger","rin-h-auto-shockwave-t1-base","rin-h","1","ApplyDamage","Physical","28","","0.75","1.6","1.35","","Fixed","0","Physical","","",""
"rin","Trigger","rin-h-auto-shockwave-t1-base","rin-h","2","SelectTargets","Enemy","Nearest","Circle","NearestEnemy","","","true","","","","","",""
"rin","Trigger","rin-h-auto-shockwave-lightning-t1-base","rin-h","1","ApplyDamage","Lightning","28","","0.225","1.6","1.35","","Fixed","0","Physical","","",""
"rin","Trigger","rin-h-auto-shockwave-lightning-t1-base","rin-h","2","SelectTargets","Enemy","Nearest","Circle","NearestEnemy","","","true","","","","","",""
"rin","Trigger","rin-h-auto-shockwave-t1-t2","rin-h","1","ApplyDamage","Physical","28","","0.9","1.6","1.35","","Fixed","0","Physical","","",""
"rin","Trigger","rin-h-auto-shockwave-t1-t2","rin-h","2","SelectTargets","Enemy","Nearest","Circle","NearestEnemy","","","true","","","","","",""
"rin","Trigger","rin-h-auto-shockwave-lightning-t1-t2","rin-h","1","ApplyDamage","Lightning","28","","0.27","1.6","1.35","","Fixed","0","Physical","","",""
"rin","Trigger","rin-h-auto-shockwave-lightning-t1-t2","rin-h","2","SelectTargets","Enemy","Nearest","Circle","NearestEnemy","","","true","","","","","",""
"rin","Trigger","rin-g-howling-reload-rin-a-trait3","rin-g","1","SelectTargets","Enemy","EventTarget","Single","EffectTarget","","","","1","","","","",""
"rin","Trigger","rin-g-howling-reload-rin-a-trait3","rin-g","2","ReduceReload","rin-a","0.25","","","","","","","","","","",""
"rin","Trigger","rin-j-defense-down-kill-rin-d-cooldown-trait3","rin-j","1","SelectTargets","Enemy","EventTarget","Single","EffectTarget","","","","1","","","","",""
"rin","Trigger","rin-j-defense-down-kill-rin-d-cooldown-trait3","rin-j","2","RefundCooldown","rin-d","0.15","","","","","","","","","","",""
"sein","Trigger","sein-g-auto-barrage-base","sein-g","1","ExecuteSkill","sein-b","0.6","","","","","","","","","","",""
"sein","Trigger","sein-g-auto-barrage-trait1","sein-g","1","ExecuteSkill","sein-b","0.6","","","","","","","","","","",""
"sein","Trigger","sein-g-auto-barrage-trait2","sein-g","1","ExecuteSkill","sein-b","0.8","","","","","","","","","","",""
"sein","Trigger","sein-g-auto-barrage-reload-trait3","sein-g","1","SelectTargets","Enemy","EventTarget","Single","EffectTarget","","","","1","","","","",""
"sein","Trigger","sein-g-auto-barrage-reload-trait3","sein-g","2","ReduceReload","sein-a","0.10","","","","","","","","","","",""
"sein","Trigger","sein-j-kill-sein-a-reload","sein-j","1","SelectTargets","Enemy","EventTarget","Single","EffectTarget","","","","1","","","","",""
"sein","Trigger","sein-j-kill-sein-a-reload","sein-j","2","ReduceReload","sein-a","0.20","","","","","","","","","","",""
"sein","Trigger","sein-j-kill-sein-b-cooldown","sein-j","1","SelectTargets","Enemy","EventTarget","Single","EffectTarget","","","","1","","","","",""
"sein","Trigger","sein-j-kill-sein-b-cooldown","sein-j","2","RefundCooldown","sein-b","0.20","","","","","","","","","","",""
"sein","Trigger","sein-j-kill-sein-b-reload","sein-j","1","SelectTargets","Enemy","EventTarget","Single","EffectTarget","","","","1","","","","",""
"sein","Trigger","sein-j-kill-sein-b-reload","sein-j","2","ReduceReload","sein-b","0.20","","","","","","","","","","",""
"sein","Trigger","sein-j-kill-sein-c-cooldown","sein-j","1","SelectTargets","Enemy","EventTarget","Single","EffectTarget","","","","1","","","","",""
"sein","Trigger","sein-j-kill-sein-c-cooldown","sein-j","2","RefundCooldown","sein-c","0.20","","","","","","","","","","",""
"sein","Trigger","sein-j-kill-sein-d-cooldown","sein-j","1","SelectTargets","Enemy","EventTarget","Single","EffectTarget","","","","1","","","","",""
"sein","Trigger","sein-j-kill-sein-d-cooldown","sein-j","2","RefundCooldown","sein-d","0.20","","","","","","","","","","",""
"sein","Trigger","sein-j-kill-sein-e-cooldown","sein-j","1","SelectTargets","Enemy","EventTarget","Single","EffectTarget","","","","1","","","","",""
"sein","Trigger","sein-j-kill-sein-e-cooldown","sein-j","2","RefundCooldown","sein-e","0.20","","","","","","","","","","",""
"sein","Trigger","sein-j-kill-sein-a-reload-trait2","sein-j","1","SelectTargets","Enemy","EventTarget","Single","EffectTarget","","","","1","","","","",""
"sein","Trigger","sein-j-kill-sein-a-reload-trait2","sein-j","2","ReduceReload","sein-a","0.10","","","","","","","","","","",""
"sein","Trigger","sein-j-kill-sein-b-cooldown-trait2","sein-j","1","SelectTargets","Enemy","EventTarget","Single","EffectTarget","","","","1","","","","",""
"sein","Trigger","sein-j-kill-sein-b-cooldown-trait2","sein-j","2","RefundCooldown","sein-b","0.10","","","","","","","","","","",""
"sein","Trigger","sein-j-kill-sein-b-reload-trait2","sein-j","1","SelectTargets","Enemy","EventTarget","Single","EffectTarget","","","","1","","","","",""
"sein","Trigger","sein-j-kill-sein-b-reload-trait2","sein-j","2","ReduceReload","sein-b","0.10","","","","","","","","","","",""
"sein","Trigger","sein-j-kill-sein-c-cooldown-trait2","sein-j","1","SelectTargets","Enemy","EventTarget","Single","EffectTarget","","","","1","","","","",""
"sein","Trigger","sein-j-kill-sein-c-cooldown-trait2","sein-j","2","RefundCooldown","sein-c","0.10","","","","","","","","","","",""
"sein","Trigger","sein-j-kill-sein-d-cooldown-trait2","sein-j","1","SelectTargets","Enemy","EventTarget","Single","EffectTarget","","","","1","","","","",""
"sein","Trigger","sein-j-kill-sein-d-cooldown-trait2","sein-j","2","RefundCooldown","sein-d","0.10","","","","","","","","","","",""
"sein","Trigger","sein-j-kill-sein-e-cooldown-trait2","sein-j","1","SelectTargets","Enemy","EventTarget","Single","EffectTarget","","","","1","","","","",""
"sein","Trigger","sein-j-kill-sein-e-cooldown-trait2","sein-j","2","RefundCooldown","sein-e","0.10","","","","","","","","","","",""
"vega","Trigger","vega-i-area-cooldown-base","vega-i","1","SelectTargets","Self","Owner","Single","Caster","","","","1","","","","",""
"vega","Trigger","vega-i-area-cooldown-base","vega-i","2","RefundCooldown","vega-d","0.03","","","","","","","","","","",""
"vega","Trigger","vega-j-cooldown-base","vega-j","1","SelectTargets","AllAllies","Owner","Battlefield","Caster","","","true","","","","","",""
"vega","Trigger","vega-j-cooldown-base","vega-j","2","RefundCooldown","","0.20","","","","","","","","","","",""
"vega","Trigger","vega-j-cooldown-trait1","vega-j","1","SelectTargets","AllAllies","Owner","Battlefield","Caster","","","true","","","","","",""
"vega","Trigger","vega-j-cooldown-trait1","vega-j","2","RefundCooldown","","0.10","","","","","","","","","","",""
"vega","Trigger","vega-j-vega-d-cooldown-trait3","vega-j","1","SelectTargets","Self","Owner","Single","Caster","","","","1","","","","",""
"vega","Trigger","vega-j-vega-d-cooldown-trait3","vega-j","2","RefundCooldown","vega-d","0.20","","","","","","","","","","",""
