"effect_id","skill_id","sort_order","effect_kind","target_side","target_selection","target_shape","center_mode","visual_anchor_mode","effect_timing","delay_seconds","enabled_by_default","requires_active_choice_id","excludes_active_choice_id","requires_passive_skill_id","excludes_passive_skill_id","apply_once","condition_status_id","condition_target_side","attribute","base_damage","attack_power_coefficient","spell_power_coefficient","damage_multiplier","radius","cover_all","active_duration_seconds","tick_interval_seconds","status_effect_id","status_chance","status_effect_label","status_effect_prefab_path","status_duration_seconds","status_max_stacks","status_stack_amount","status_target_scope","status_merge_policy","shield_amount_refresh_policy","status_action_speed_bonus","status_move_speed_bonus","status_attack_power_bonus","status_spell_power_bonus","status_damage_bonus_rate","status_shield_received_bonus","status_damage_taken_bonus","status_critical_damage_taken_bonus","status_critical_resistance_bonus","status_element_resist_reduction","status_element_damage_taken_bonus","skill_effect_prefab_path","runtime_support_state","runtime_support_notes","condition_skill_attribute","status_ailment_resistance_bonus","status_flat_element_resist_reduction","status_critical_chance_bonus","status_conditional_target_status_id","status_conditional_status_chance_bonus","status_applied_status_duration_bonus_status_id","status_applied_status_duration_bonus","status_outgoing_additional_damage_multiplier","status_outgoing_additional_damage_trigger_attribute","status_outgoing_additional_damage_attribute","condition_health_ratio_max","condition_hit_count_min","status_critical_damage_bonus","required_source_status_id","required_source_status_min_stacks","status_conditional_incoming_skill_runtime_kinds","status_conditional_outgoing_skill_runtime_kinds"
"eve-i-shocked-lightning-damage-taken","eve-i","10","Status","Enemy","Nearest","Battlefield","Caster","Center","OnCast","0","true","","","","","false","shock","Enemy","Lightning","0","0","0","1","0","true","","","passive-buff","1","Eve I Shocked Lightning Damage","","0.5","1","1","","same_source_refresh","","","","","","","","","","","","0.18","","RuntimeImplemented","Eve-I passive refreshes +18% Lightning damage taken on shocked targets.","","","","","","","","","","","","","","","","","",""
"eve-i-shock5-lightning-resist","eve-i","11","Status","Enemy","Nearest","Battlefield","Caster","Center","OnCast","0","true","","","","","false","shock:5","Enemy","Lightning","0","0","0","1","0","true","","","passive-buff","1","Eve I Shock 5 Lightning Resist","","0.5","1","1","","same_source_refresh","","","","","","","","","","","","","","RuntimeImplemented","Eve-I passive refreshes -12 flat Lightning resistance on shock 5-stack targets.","","","12","","","","","","","","","","","","","","",""
"eve-i-shocked-lightning-damage-taken-trait1","eve-i","20","Status","Enemy","Nearest","Battlefield","Caster","Center","OnCast","0","false","eve-i-trait-1","","","","false","shock","Enemy","Lightning","0","0","0","1","0","true","","","passive-buff","1","Eve I Shocked Lightning Damage Trait 1","","0.5","1","1","","same_source_refresh","","","","","","","","","","","","0.08","","RuntimeImplemented","Eve-I trait 1 adds +8% Lightning damage taken on shocked targets.","","","","","","","","","","","","","","","","","",""
"eve-i-shock5-lightning-resist-trait2","eve-i","21","Status","Enemy","Nearest","Battlefield","Caster","Center","OnCast","0","false","eve-i-trait-2","","","","false","shock:5","Enemy","Lightning","0","0","0","1","0","true","","","passive-buff","1","Eve I Shock 5 Lightning Resist Trait 2","","0.5","1","1","","same_source_refresh","","","","","","","","","","","","","","RuntimeImplemented","Eve-I trait 2 adds -6 flat Lightning resistance on shock 5-stack targets.","","","6","","","","","","","","","","","","","","",""
"eve-j-vulnerable-damage-taken","eve-j","10","Status","Enemy","Nearest","Battlefield","Caster","Center","OnCast","0","true","","","","","false","vulnerable","Enemy","Physical","0","0","0","1","0","true","","","passive-buff","1","Eve J Vulnerable Damage Taken","","0.5","1","1","","same_source_refresh","","","","","","","","0.12","","","","","","RuntimeImplemented","Eve-J passive refreshes +12% damage taken on vulnerable targets.","","","","","","","","","","","","","","","","","",""
"eve-j-vulnerable-physical-resist","eve-j","11","Status","Enemy","Nearest","Battlefield","Caster","Center","OnCast","0","true","","","","","false","vulnerable","Enemy","Physical","0","0","0","1","0","true","","","passive-buff","1","Eve J Vulnerable Physical Resist","","0.5","1","1","","same_source_refresh","","","","","","","","","","","","","","RuntimeImplemented","Eve-J passive refreshes -8 flat Physical resistance on vulnerable targets.","","","8","","","","","","","","","","","","","","",""
"eve-j-vulnerable-fire-resist","eve-j","12","Status","Enemy","Nearest","Battlefield","Caster","Center","OnCast","0","true","","","","","false","vulnerable","Enemy","Fire","0","0","0","1","0","true","","","passive-buff","1","Eve J Vulnerable Fire Resist","","0.5","1","1","","same_source_refresh","","","","","","","","","","","","","","RuntimeImplemented","Eve-J passive refreshes -8 flat Fire resistance on vulnerable targets.","","","8","","","","","","","","","","","","","","",""
"eve-j-vulnerable-lightning-resist","eve-j","13","Status","Enemy","Nearest","Battlefield","Caster","Center","OnCast","0","true","","","","","false","vulnerable","Enemy","Lightning","0","0","0","1","0","true","","","passive-buff","1","Eve J Vulnerable Lightning Resist","","0.5","1","1","","same_source_refresh","","","","","","","","","","","","","","RuntimeImplemented","Eve-J passive refreshes -8 flat Lightning resistance on vulnerable targets.","","","8","","","","","","","","","","","","","","",""
"eve-j-vulnerable-ice-resist","eve-j","14","Status","Enemy","Nearest","Battlefield","Caster","Center","OnCast","0","true","","","","","false","vulnerable","Enemy","Ice","0","0","0","1","0","true","","","passive-buff","1","Eve J Vulnerable Ice Resist","","0.5","1","1","","same_source_refresh","","","","","","","","","","","","","","RuntimeImplemented","Eve-J passive refreshes -8 flat Ice resistance on vulnerable targets.","","","8","","","","","","","","","","","","","","",""
"eve-j-vulnerable-darkness-resist","eve-j","15","Status","Enemy","Nearest","Battlefield","Caster","Center","OnCast","0","true","","","","","false","vulnerable","Enemy","Darkness","0","0","0","1","0","true","","","passive-buff","1","Eve J Vulnerable Darkness Resist","","0.5","1","1","","same_source_refresh","","","","","","","","","","","","","","RuntimeImplemented","Eve-J passive refreshes -8 flat Darkness resistance on vulnerable targets.","","","8","","","","","","","","","","","","","","",""
"eve-j-vulnerable-holy-resist","eve-j","16","Status","Enemy","Nearest","Battlefield","Caster","Center","OnCast","0","true","","","","","false","vulnerable","Enemy","Holy","0","0","0","1","0","true","","","passive-buff","1","Eve J Vulnerable Holy Resist","","0.5","1","1","","same_source_refresh","","","","","","","","","","","","","","RuntimeImplemented","Eve-J passive refreshes -8 flat Holy resistance on vulnerable targets.","","","8","","","","","","","","","","","","","","",""
"eve-j-vulnerable-damage-taken-trait1","eve-j","20","Status","Enemy","Nearest","Battlefield","Caster","Center","OnCast","0","false","eve-j-trait-1","","","","false","vulnerable","Enemy","Physical","0","0","0","1","0","true","","","passive-buff","1","Eve J Vulnerable Damage Taken Trait 1","","0.5","1","1","","same_source_refresh","","","","","","","","0.06","","","","","","RuntimeImplemented","Eve-J trait 1 adds +6% damage taken on vulnerable targets.","","","","","","","","","","","","","","","","","",""
"eve-j-vulnerable-physical-resist-trait2","eve-j","21","Status","Enemy","Nearest","Battlefield","Caster","Center","OnCast","0","false","eve-j-trait-2","","","","false","vulnerable","Enemy","Physical","0","0","0","1","0","true","","","passive-buff","1","Eve J Vulnerable Physical Resist Trait 2","","0.5","1","1","","same_source_refresh","","","","","","","","","","","","","","RuntimeImplemented","Eve-J trait 2 adds -4 flat Physical resistance on vulnerable targets.","","","4","","","","","","","","","","","","","","",""
"eve-j-vulnerable-fire-resist-trait2","eve-j","22","Status","Enemy","Nearest","Battlefield","Caster","Center","OnCast","0","false","eve-j-trait-2","","","","false","vulnerable","Enemy","Fire","0","0","0","1","0","true","","","passive-buff","1","Eve J Vulnerable Fire Resist Trait 2","","0.5","1","1","","same_source_refresh","","","","","","","","","","","","","","RuntimeImplemented","Eve-J trait 2 adds -4 flat Fire resistance on vulnerable targets.","","","4","","","","","","","","","","","","","","",""
"eve-j-vulnerable-lightning-resist-trait2","eve-j","23","Status","Enemy","Nearest","Battlefield","Caster","Center","OnCast","0","false","eve-j-trait-2","","","","false","vulnerable","Enemy","Lightning","0","0","0","1","0","true","","","passive-buff","1","Eve J Vulnerable Lightning Resist Trait 2","","0.5","1","1","","same_source_refresh","","","","","","","","","","","","","","RuntimeImplemented","Eve-J trait 2 adds -4 flat Lightning resistance on vulnerable targets.","","","4","","","","","","","","","","","","","","",""
"eve-j-vulnerable-ice-resist-trait2","eve-j","24","Status","Enemy","Nearest","Battlefield","Caster","Center","OnCast","0","false","eve-j-trait-2","","","","false","vulnerable","Enemy","Ice","0","0","0","1","0","true","","","passive-buff","1","Eve J Vulnerable Ice Resist Trait 2","","0.5","1","1","","same_source_refresh","","","","","","","","","","","","","","RuntimeImplemented","Eve-J trait 2 adds -4 flat Ice resistance on vulnerable targets.","","","4","","","","","","","","","","","","","","",""
"eve-j-vulnerable-darkness-resist-trait2","eve-j","25","Status","Enemy","Nearest","Battlefield","Caster","Center","OnCast","0","false","eve-j-trait-2","","","","false","vulnerable","Enemy","Darkness","0","0","0","1","0","true","","","passive-buff","1","Eve J Vulnerable Darkness Resist Trait 2","","0.5","1","1","","same_source_refresh","","","","","","","","","","","","","","RuntimeImplemented","Eve-J trait 2 adds -4 flat Darkness resistance on vulnerable targets.","","","4","","","","","","","","","","","","","","",""
"eve-j-vulnerable-holy-resist-trait2","eve-j","26","Status","Enemy","Nearest","Battlefield","Caster","Center","OnCast","0","false","eve-j-trait-2","","","","false","vulnerable","Enemy","Holy","0","0","0","1","0","true","","","passive-buff","1","Eve J Vulnerable Holy Resist Trait 2","","0.5","1","1","","same_source_refresh","","","","","","","","","","","","","","RuntimeImplemented","Eve-J trait 2 adds -4 flat Holy resistance on vulnerable targets.","","","4","","","","","","","","","","","","","","",""
"rin-b-trait2-action-speed","rin-b","10","Status","AllAllies","Owner","Battlefield","PrimarySkillCenter","AppliedTargets","OnCast","0","false","rin-b-trait-2","","","","false","","AllAllies","Physical","0","0","0","1","0","true","","","action-speed-up","1","행동속도 증가","","5","1","1","all_allies","same_source_refresh","","0.1","","","","","","","","","","","","ReferenceDirect","Rin-B trait 2 adds +10% ally action speed for the scaled howl duration.","","","","","","","","","","","","","","","","","",""
"rin-b-trait4-self-attack","rin-b","11","Status","Self","Owner","Single","PrimarySkillCenter","AppliedTargets","OnCast","0","false","rin-b-trait-4","","","","false","","Self","Physical","0","0","0","1","0","false","","","passive-buff","1","하울링 공격력","","5","1","1","self","same_source_refresh","","","","0.15","","","","","","","","","","ReferenceDirect","Rin-B trait 4 adds a self-only +15% attack power status for the scaled howl duration.","","","","","","","","","","","","","","","","","",""
"rin-b-trait5-crit","rin-b","12","Status","AllAllies","Owner","Battlefield","PrimarySkillCenter","AppliedTargets","OnCast","0","false","rin-b-trait-5","","","","false","","AllAllies","Physical","0","0","0","1","0","true","","","passive-buff","1","하울링 치명타","","5","1","1","all_allies","same_source_refresh","","","","","","","","","","","","","","ReferenceDirect","Rin-B trait 5 adds +8% ally critical chance for the scaled howl duration.","","","","0.08","","","","","","","","","","","","","",""
"rin-b-master1-roar","rin-b","13","Status","AllAllies","Owner","Battlefield","PrimarySkillCenter","AppliedTargets","OnCast","0","false","rin-b-master-1","","","","false","","AllAllies","Physical","0","0","0","1","0","true","","","passive-buff","1","전장의 포효","","5","1","1","all_allies","same_source_refresh","","0.15","","","","0.18","","","","","","","","ReferenceDirect","Rin-B master 1 adds +15% ally action speed and +18% physical outgoing damage for the scaled howl duration.","","","","","","","","","","","","","","","","","",""
"rin-b-master2-abyss","rin-b","14","Status","AllAllies","Owner","Battlefield","PrimarySkillCenter","AppliedTargets","OnCast","0","false","rin-b-master-2","","","","false","","AllAllies","Physical","0","0","0","1","0","true","","","passive-buff","1","심연 군가","","5","1","1","all_allies","same_source_refresh","","-0.05","","","","","","","","","","","","ReferenceDirect","Rin-B master 2 converts ally physical hits into additional 25% darkness follow-up damage for the scaled howl duration.","","","","","","","","","0.25","Physical","Darkness","","","","","","",""
"rin-c-master2-slow","rin-c","10","Status","Enemy","Nearest","Single","EffectTarget","AppliedTargets","OnHit","0","false","rin-c-master-2","","","","false","","Enemy","Physical","0","0","0","1","0","false","","","slow","1","둔화","","1.5","1","1","","same_source_refresh","","","-0.2","","","","","","","","","","","ReferenceDirect","Rin-C master 2 applies a 1.5s 20% slow to hit targets.","","","","","","","","","","","","","","","","","",""
"rin-e-master2-slow","rin-e","10","Status","Enemy","Nearest","Single","EffectTarget","AppliedTargets","OnHit","0","false","rin-e-master-2","","","","false","","Enemy","Darkness","0","0","0","1","0","false","","","slow","1","둔화","","2","1","1","","same_source_refresh","take_highest","0","-0.25","0","0","0","0","0","0","0","0","0","","RuntimeImplemented","Rin-E master 2 applies -25% move speed for 2s to each hit enemy through SingleAttack OnHit status effects.","","0","0","0","","0","","0","0","Physical","Physical","","","","","","",""
"rin-j-physical-defense-down","rin-e","10","Status","Enemy","Owner","Battlefield","Caster","Center","OnHit","0","true","","","rin-j","","false","","Enemy","Physical","0","0","0","1","0","true","","","passive-buff","1","Passive Buff","","4","1","1","","same_source_refresh","","0","0","0","0","0","0","0","0","0","0.18","0","","RuntimeImplemented","Rin F-J passive shared status/effect implementation.","","0","0","0","","0","","0","0","Physical","Physical","0","0","0","","","",""
"rin-j-physical-defense-down-trait1","rin-e","11","Status","Enemy","Owner","Battlefield","Caster","Center","OnHit","0","false","rin-j-trait-1","","rin-j","","false","","Enemy","Physical","0","0","0","1","0","true","","","passive-buff","1","Passive Buff","","4","1","1","","same_source_refresh","","0","0","0","0","0","0","0","0","0","0.08","0","","RuntimeImplemented","Rin F-J passive shared status/effect implementation.","","0","0","0","","0","","0","0","Physical","Physical","0","0","0","","","",""
"rin-j-hitcount-action-speed","rin-e","12","Status","AllAllies","Owner","Battlefield","Caster","Center","OnHitCount","0","true","","","rin-j","","false","","AllAllies","Physical","0","0","0","1","0","true","","","passive-buff","1","Passive Buff","","3","1","1","all_allies","same_source_refresh","","0.12","0","0","0","0","0","0","0","0","0","0","","RuntimeImplemented","Rin F-J passive shared status/effect implementation.","","0","0","0","","0","","0","0","Physical","Physical","0","3","0","","","",""
"rin-j-hitcount-attack-trait2","rin-e","13","Status","AllAllies","Owner","Battlefield","Caster","Center","OnHitCount","0","false","rin-j-trait-2","","rin-j","","false","","AllAllies","Physical","0","0","0","1","0","true","","","passive-buff","1","Passive Buff","","3","1","1","all_allies","same_source_refresh","","0","0","0.15","0","0","0","0","0","0","0","0","","RuntimeImplemented","Rin F-J passive shared status/effect implementation.","","0","0","0","","0","","0","0","Physical","Physical","0","3","0","","","",""
"rin-f-physical-damage","rin-f","1","Status","AllAllies","Owner","Battlefield","Caster","Center","OnCast","0","true","","","","","false","","AllAllies","Physical","0","0","0","1","0","true","","","passive-buff","1","Passive Buff","","0.5","1","1","all_allies","same_source_refresh","","0","0","0","0","0.12","0","0","0","0","0","0","","RuntimeImplemented","Rin F-J passive shared status/effect implementation.","","0","0","0","","0","","0","0","Physical","Physical","0","0","0","","","",""
"rin-f-physical-damage-trait1","rin-f","2","Status","AllAllies","Owner","Battlefield","Caster","Center","OnCast","0","false","rin-f-trait-1","","","","false","","AllAllies","Physical","0","0","0","1","0","true","","","passive-buff","1","Passive Buff","","0.5","1","1","all_allies","same_source_refresh","","0","0","0","0","0.06","0","0","0","0","0","0","","RuntimeImplemented","Rin F-J passive shared status/effect implementation.","","0","0","0","","0","","0","0","Physical","Physical","0","0","0","","","",""
"rin-g-howling-attack-speed","rin-g","1","Status","AllAllies","Owner","Battlefield","Caster","Center","OnCast","0","true","","","","","false","action-speed-up","AllAllies","Physical","0","0","0","1","0","true","","","passive-buff","1","Passive Buff","","0.5","1","1","all_allies","same_source_refresh","","0.08","0","0.14","0","0","0","0","0","0","0","0","","RuntimeImplemented","Rin F-J passive shared status/effect implementation.","","0","0","0","","0","","0","0","Physical","Physical","0","0","0","","","",""
"rin-g-howling-attack-trait1","rin-g","2","Status","AllAllies","Owner","Battlefield","Caster","Center","OnCast","0","false","rin-g-trait-1","","","","false","action-speed-up","AllAllies","Physical","0","0","0","1","0","true","","","passive-buff","1","Passive Buff","","0.5","1","1","all_allies","same_source_refresh","","0","0","0.08","0","0","0","0","0","0","0","0","","RuntimeImplemented","Rin F-J passive shared status/effect implementation.","","0","0","0","","0","","0","0","Physical","Physical","0","0","0","","","",""
"rin-g-howling-crit-trait2","rin-g","3","Status","AllAllies","Owner","Battlefield","Caster","Center","OnCast","0","false","rin-g-trait-2","","","","false","action-speed-up","AllAllies","Physical","0","0","0","1","0","true","","","passive-buff","1","Passive Buff","","0.5","1","1","all_allies","same_source_refresh","","0","0","0","0","0","0","0","0","0","0","0","","RuntimeImplemented","Rin F-J passive shared status/effect implementation.","","0","0","0.06","","0","","0","0","Physical","Physical","0","0","0","","","",""
"rin-i-low-health-damage-taken","rin-i","1","Status","Enemy","Owner","Battlefield","Caster","Center","OnCast","0","true","","","","","false","","Enemy","Physical","0","0","0","1","0","true","","","passive-buff","1","Passive Buff","","0.5","1","1","","same_source_refresh","","0","0","0","0","0","0","0.16","0","0","0","0","","RuntimeImplemented","Rin F-J passive shared status/effect implementation.","","0","0","0","","0","","0","0","Physical","Physical","0.35","0","0","","","",""
"rin-i-low-health-damage-taken-trait1","rin-i","2","Status","Enemy","Owner","Battlefield","Caster","Center","OnCast","0","false","rin-i-trait-1","","","","false","","Enemy","Physical","0","0","0","1","0","true","","","passive-buff","1","Passive Buff","","0.5","1","1","","same_source_refresh","","0","0","0","0","0","0","0.08","0","0","0","0","","RuntimeImplemented","Rin F-J passive shared status/effect implementation.","","0","0","0","","0","","0","0","Physical","Physical","0.35","0","0","","","",""
"rin-i-finishing-kill-action-speed","rin-i","3","Status","AllAllies","Owner","Battlefield","Caster","Center","OnCast","0","true","","","","","false","","AllAllies","Physical","0","0","0","1","0","true","","","passive-buff","1","Passive Buff","","4","1","1","all_allies","same_source_refresh","","0.10","0","0","0","0","0","0","0","0","0","0","","RuntimeImplemented","Rin F-J passive shared status/effect implementation.","","0","0","0","","0","","0","0","Physical","Physical","0","0","0","","","",""
"rin-i-finishing-kill-crit-damage-trait2","rin-i","4","Status","AllAllies","Owner","Battlefield","Caster","Center","OnCast","0","true","","","","","false","","AllAllies","Physical","0","0","0","1","0","true","","","passive-buff","1","Passive Buff","","4","1","1","all_allies","same_source_refresh","","0","0","0","0","0","0","0","0","0","0","0","","RuntimeImplemented","Rin F-J passive shared status/effect implementation.","","0","0","0","","0","","0","0","Physical","Physical","0","0","0.25","","","",""
"sein-c-master2-contact","sein-c","10","Damage","Enemy","EventTarget","Single","EffectTarget","Center","OnHit","0","true","sein-c-master-2","","","","true","","","Fire","38","1.8","0","0.4","0","false","","","","","","","","","","","","","","","","","","","","","","","","Assets/Prefab/Skill/Sein/Sein_C_Master-2.prefab","SharedExtension","Projectile contact follow-up damage at event target through shared OnHit effect path.","","","","","","","","","","","","","","","","","",""
"sein-c-master1-zone","sein-c","20","Damage","Enemy","Nearest","Circle","EffectTarget","Center","OnExpire","0","true","sein-c-master-1","","","","","","","Fire","38","1.8","0","0.25","1.2","false","1.5","0.5","","","","","","","","","","","","","","","","","","","","","","Assets/Prefab/Skill/Sein/Sein_C_Master_1.prefab","SharedExtension","Projectile explosion follow-up residual flame zone. Radius and tick interval are inferred to match the provided small-zone request.","","","","","","","","","","","","","","","","","",""
"sein-d-zone-presence","sein-d","5","Damage","Enemy","Nearest","Circle","PrimarySkillCenter","Center","OnCast","0","true","","","","","","","","Fire","0","0","0","1","3.2","false","4","0.5","sein-d-superheated-presence","1","초열 지대 노출","","0.75","1","1","","","","","","","","","","","","","","","","SharedExtension","Companion zero-damage zone keeps the Sein-D superheated-zone presence status refreshed through shared OnCast persistent-zone routing.","","","","","","","","","","","","","","","","","",""
"sein-d-master2-zone","sein-d","10","Damage","Enemy","Nearest","Circle","PrimarySkillCenter","Center","OnExpire","0","true","sein-d-master-2","","","","","","","Fire","12","0.55","0","0.4","3.2","false","3","0.5","","","","","","","","","","","","","","","","","","","","","","Assets/Prefab/Skill/Sein/Sein_D_Master_2.prefab","SharedExtension","Zone expiration follow-up ember zone. Radius and tick interval reuse base D values as the nearest inspected runtime authority.","","","","","","","","","","","","","","","","","",""
"sein-e-trait3-fire-resist-bonus","sein-e","5","Status","Enemy","EventTarget","Single","EffectTarget","Center","OnHit","0","true","sein-e-trait-3","","","","true","","","Fire","0","0","0","1","0","false","","","fire-resist-down","1","화염 저항 감소 추가","","5","1","1","","same_source_refresh","","","","","","","","","","","","","","SharedExtension","SingleAttack OnHit status effect adds the extra +8 flat fire resist reduction for Sein-E trait-3.","","","8","","","","","","","","","","","","","","",""
"sein-e-master2-zone-damage","sein-e","10","Damage","Enemy","Nearest","Circle","PrimarySkillCenter","Center","OnDeploymentCast","0","true","sein-e-master-2","","","","","","","Fire","12","0.55","0","1","3.2","false","3","0.5","sein-d-heat-stack","1","초열 타격","","1","99","1","","","","","","","","","","","","","","","Assets/Prefab/Skill/Sein/Sein_D.prefab","SharedExtension","Each Sein-E deployment center spawns a Sein-D-style damage zone through the shared OnDeploymentCast persistent-zone path.","","","","","","","","","","","","","","","","","",""
"sein-e-master2-zone-presence","sein-e","11","Damage","Enemy","Nearest","Circle","PrimarySkillCenter","Center","OnDeploymentCast","0","true","sein-e-master-2","","","","","","","Fire","0","0","0","1","3.2","false","3","0.5","sein-d-superheated-presence","1","초열 지대 노출","","0.75","1","1","","","","","","","","","","","","","","","","SharedExtension","Invisible companion zone keeps the superheated-zone presence status refreshed for Sein-E trait-5 and Sein-E master-2 follow-up zones.","","","","","","","","","","","","","","","","","",""
"sein-f-fire-damage","sein-f","10","Status","AllAllies","Owner","Battlefield","Caster","Center","OnCast","0","true","","","","","false","","","Fire","0","0","0","1","0","true","","","passive-buff","1","Sein F Fire Damage","","0.5","1","1","all_allies","same_source_refresh","","","","","","0.12","","","","","","","","RuntimeImplemented","Sein-F refreshes all allies Fire damage +12% while learned.","","","","","","","","","","","","","","","","","",""
"sein-f-fire-skill-crit","sein-f","11","Status","AllAllies","Owner","Battlefield","Caster","Center","OnCast","0","true","","","","","false","","","Fire","0","0","0","1","0","true","","","passive-buff","1","Sein F Fire Skill Crit","","0.5","1","1","all_allies","same_source_refresh","","","","","","","","","","","","","","RuntimeImplemented","Sein-F grants crit chance +8% to allies with a Fire active skill.","Fire","","","0.08","","","","","","","","","","","","","",""
"sein-f-fire-damage-trait1","sein-f","20","Status","AllAllies","Owner","Battlefield","Caster","Center","OnCast","0","false","sein-f-trait-1","","","","false","","","Fire","0","0","0","1","0","true","","","passive-buff","1","Sein F Fire Damage Trait 1","","0.5","1","1","all_allies","same_source_refresh","","","","","","0.06","","","","","","","","RuntimeImplemented","Sein-F trait 1 adds all allies Fire damage +6%.","","","","","","","","","","","","","","","","","",""
"sein-f-fire-skill-crit-damage-trait3","sein-f","21","Status","AllAllies","Owner","Battlefield","Caster","Center","OnCast","0","false","sein-f-trait-3","","","","false","","","Fire","0","0","0","1","0","true","","","passive-buff","1","Sein F Fire Skill Crit Damage Trait 3","","0.5","1","1","all_allies","same_source_refresh","","","","","","","","","","","","","","RuntimeImplemented","Sein-F trait 3 grants crit damage +20% to allies with a Fire active skill.","Fire","","","","","","","","","","","","","0.20","","","",""
"sein-c-passive-h-fire-resist-down","sein-c","30","Status","Enemy","EventTarget","Single","EffectTarget","Center","OnHit","0","true","","","sein-h","","true","","","Fire","0","0","0","1","0","false","","","fire-resist-down","1","Sein H Fire Resist Down","","5","1","1","","same_source_refresh","","","","","","","","","","","","","","RuntimeImplemented","Sein-H applies flat Fire resistance reduction 12 for 5 seconds on Sein-C hit.","","","12","","","","","","","","","","","","","","",""
"sein-c-passive-h-fire-resist-down-trait1","sein-c","31","Status","Enemy","EventTarget","Single","EffectTarget","Center","OnHit","0","false","sein-h-trait-1","","sein-h","","true","","","Fire","0","0","0","1","0","false","","","fire-resist-down","1","Sein H Fire Resist Down Trait 1","","5","1","1","","same_source_refresh","","","","","","","","","","","","","","RuntimeImplemented","Sein-H trait 1 adds flat Fire resistance reduction 6 on Sein-C hit.","","","6","","","","","","","","","","","","","","",""
"sein-c-passive-h-fire-exposure-trait3","sein-c","32","Status","Enemy","EventTarget","Single","EffectTarget","Center","OnHit","0","false","sein-h-trait-3","","sein-h","","true","","","Fire","0","0","0","1","0","false","","","fire-exposure","1","Sein H Fire Exposure Trait 3","","5","1","1","","same_source_refresh","","","","","","","","","","","","0.10","","RuntimeImplemented","Sein-H trait 3 adds Fire damage taken +10% for 5 seconds on Sein-C hit.","","","","","","","","","","","","","","","","","",""
"sein-d-passive-i-fire-exposure","sein-d","20","Status","Enemy","EventTarget","Single","EffectTarget","Center","OnHit","0","true","","","sein-i","","true","","","Fire","0","0","0","1","0","false","","","fire-exposure","1","Sein I Fire Exposure","","4","1","1","","same_source_refresh","","","","","","","","","","","","0.15","","RuntimeImplemented","Sein-I applies Fire damage taken +15% for 4 seconds on Sein-D hit; base tick speed remains pending shared runtime.","","","","","","","","","","","","","","","","","",""
"sein-d-passive-i-fire-exposure-trait1","sein-d","21","Status","Enemy","EventTarget","Single","EffectTarget","Center","OnHit","0","false","sein-i-trait-1","","sein-i","","true","","","Fire","0","0","0","1","0","false","","","fire-exposure","1","Sein I Fire Exposure Trait 1","","4","1","1","","same_source_refresh","","","","","","","","","","","","0.07","","RuntimeImplemented","Sein-I trait 1 adds Fire damage taken +7% on Sein-D hit.","","","","","","","","","","","","","","","","","",""
"sein-e-passive-j-fire-exposure","sein-e","20","Status","Enemy","EventTarget","Single","EffectTarget","Center","OnHit","0","true","","","sein-j","","true","","","Fire","0","0","0","1","0","false","","","fire-exposure","1","Sein J Fire Exposure","","5","1","1","","same_source_refresh","","","","","","","","","","","","0.20","","RuntimeImplemented","Sein-J applies Fire damage taken +20% for 5 seconds on Sein-E hit.","","","","","","","","","","","","","","","","","",""
"sein-e-passive-j-fire-exposure-trait1","sein-e","21","Status","Enemy","EventTarget","Single","EffectTarget","Center","OnHit","0","false","sein-j-trait-1","","sein-j","","true","","","Fire","0","0","0","1","0","false","","","fire-exposure","1","Sein J Fire Exposure Trait 1","","5","1","1","","same_source_refresh","","","","","","","","","","","","0.10","","RuntimeImplemented","Sein-J trait 1 adds Fire damage taken +10% on Sein-E hit.","","","","","","","","","","","","","","","","","",""
"sein-e-passive-j-fire-resist-down-trait3","sein-e","22","Status","Enemy","EventTarget","Single","EffectTarget","Center","OnHit","0","false","sein-j-trait-3","","sein-j","","true","","","Fire","0","0","0","1","0","false","","","fire-resist-down","1","Sein J Fire Resist Down Trait 3","","5","1","1","","same_source_refresh","","","","","","","","","","","","","","RuntimeImplemented","Sein-J trait 3 adds flat Fire resistance reduction 8 on Sein-E hit.","","","8","","","","","","","","","","","","","","",""
"vega-b-trait5-name-mark","vega-b","10","Status","Enemy","EventTarget","Single","EffectTarget","Center","OnHit","0","false","vega-b-trait-5","","","","true","","Enemy","Physical","0","0","0","1","0","false","","","name-mark","1","이름표식","","0","0","2","","same_source_refresh","","","","","","","","","","","","","","RuntimeImplemented","Vega-B trait 5 applies 2 Name Mark stacks on hit through shared SingleAttack OnHit status effects.","","","","","","","","","","Physical","Physical","","","","","","",""
"vega-b-master1-second-silence","vega-b","20","Status","Enemy","EventTarget","Single","EffectTarget","Center","OnHit","0","false","","","","","true","","Enemy","Physical","0","0","0","1","0","false","","","silence","1","침묵","","1","1","1","","","","","","","","","","","","","","","","RuntimeImplemented","Vega-B master 1 second slash applies 1 second Silence through triggered SingleAttack on-hit status payload.","","","","","","","","","","Physical","Physical","","","","","","",""
