"choice_id","monster_id","skill_id","target_skill_id","choice_group","sort_order","title","description_text","skill_icon_path","skill_effect_prefab_path","damage_multiplier","base_damage_bonus","cooldown_multiplier","magazine_bonus","additional_projectile_bonus","pierce_bonus","reload_time_multiplier","shot_interval_multiplier","burst_damage_projectile_index","burst_damage_multiplier","follow_up_projectile_count","follow_up_projectile_delay_seconds","follow_up_projectile_damage_multiplier","radius_multiplier","radius_bonus","duration_multiplier","duration_bonus","damage_delay_multiplier","branch_chance_bonus","branch_chance_set","branch_count","branch_damage_multiplier","branch_search_radius","branch_launch_period","branch_launch_chance_set","status_tag","hit_target_count_bonus","crit_chance_bonus","crit_damage_bonus","status_chance_bonus","status_stacks_bonus","status_stacks_set","status_element_damage_taken_bonus","status_critical_damage_taken_bonus","max_health_bonus","beam_width_bonus","runtime_support_state","runtime_support_notes","status_ailment_resistance_bonus","count_status_id","count_target_side","damage_multiplier_per_count","count_max","status_conditional_source_status_id","status_conditional_damage_taken_bonus","status_duration_bonus_status_id","status_duration_bonus","threshold_status_id","threshold_status_min_stacks","threshold_apply_status_id","status_max_stacks_bonus_status_id","status_max_stacks_bonus","conditional_damage_multiplier","conditional_target_status_id","conditional_target_status_min_stacks","on_hit_additional_damage_chance","on_hit_additional_damage_multiplier","on_hit_additional_damage_attribute","on_hit_additional_damage_target","on_hit_chain_hit_period","on_hit_chain_target_count","on_hit_chain_search_radius","on_hit_chain_damage_multiplier","on_hit_chain_damage_attribute","on_hit_additional_damage_visual","knockback_distance_multiplier","reload_reduce_target_skill_id","reload_reduce_seconds_per_hit","execute_health_ratio_bonus","execute_crit_chance_bonus","boss_damage_multiplier","kill_cooldown_refund_ratio_bonus","kill_resets_cooldown","kill_resets_cooldown_requires_execute","core_hitbox_name","core_damage_multiplier","core_on_hit_additional_damage_chance","core_on_hit_additional_damage_multiplier","core_on_hit_additional_damage_attribute","hit_count_cooldown_refund_target_skill_id","hit_count_cooldown_refund_min_targets","hit_count_cooldown_refund_ratio","consecutive_hit_bonus_rate","consecutive_hit_max"
"rin-b-trait-4","rin","rin-b","rin-b","ActiveEnhancement","3","특성 4","린의 공격력 +15% 추가 증가","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Rin-B trait 4 implemented through monster_skill_effects self buff status.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rin-b-trait-5","rin","rin-b","rin-b","ActiveEnhancement","4","특성 5","하울링 중 아군 치명타 확률 +8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Rin-B trait 5 implemented through monster_skill_effects ally crit buff status.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rin-b-master-1","rin","rin-b","rin-b","ActiveMaster","0","전장의 포효","행동속도 증가 +15%, 지속시간 +20%, 아군 전체 물리 피해 +18% 추가","","","","","","","","","","","","","","","","","","1.2","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Rin-B master 1 scales duration by 20% and applies extra ally statuses through monster_skill_effects.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rin-b-master-2","rin","rin-b","rin-b","ActiveMaster","1","심연 군가","행동속도 증가량 -5%, 아군 전체 물리 피해에 25% 어둠 추가 피해","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Rin-B master 2 implemented through monster_skill_effects ally status with darkness follow-up damage.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rin-c-trait-1","rin","rin-c","rin-c","ActiveEnhancement","0","특성 1","위력 +25%","","","1.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Reference numeric effect mapped into unified choice CSV.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rin-c-trait-2","rin","rin-c","rin-c","ActiveEnhancement","1","특성 2","충격파 폭 +25%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.25","RuntimeImplemented","Rin-C trait 2 scales beam width by 25% through beam_width_bonus.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rin-c-trait-3","rin","rin-c","rin-c","ActiveEnhancement","2","특성 3","넉백 거리 +40%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Rin-C trait 3 scales knockback distance by 40% through knockback_distance_multiplier.","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.4","","","","","","","","","","","","","","","","","",""
"rin-c-trait-4","rin","rin-c","rin-c","ActiveEnhancement","3","특성 4","쿨다운 -20%","","","","","0.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Rin-C trait 4 scales cooldown by 20% through cooldown_multiplier.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rin-c-trait-5","rin","rin-c","rin-c","ActiveEnhancement","4","특성 5","적중한 적 1명당 파쇄권 재장전 시간 0.25초 감소","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Rin-C trait 5 reduces Rin-A reload remaining by 0.25s per hit target.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","rin-a","0.25","","","","","","","","","","","","","","","",""
"rin-c-master-1","rin","rin-c","rin-c","ActiveMaster","0","압축 충격파","폭 -25%, 위력 +80%, 넉백 거리 +50%, 60% 번개 추가 피해","","","1.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.25","RuntimeImplemented","Rin-C master 1 compresses width, scales knockback, and adds 60% lightning follow-up damage on hit.","","","","","","","","","","","","","","","","","","1","0.6","Lightning","HitTarget","","","","","","","1.5","","","","","","","","","","","","","","","","","",""
"rin-c-master-2","rin","rin-c","rin-c","ActiveMaster","1","광역 진탕","폭 +60%, 위력 +25%, 적중한 적에게 1.5초간 이동 속도 -20%","","","1.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6","RuntimeImplemented","Rin-C master 2 widens the beam and applies slow through monster_skill_effects OnHit status.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rin-d-trait-1","rin","rin-d","rin-d","ActiveEnhancement","0","특성 1","위력 +30%","","","1.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Shared SingleAttack choice damage_multiplier support now applies Rin-D trait 1 directly.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rin-d-trait-2","rin","rin-d","rin-d","ActiveEnhancement","1","특성 2","처형 기준 체력 +10%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Shared execute-threshold bonus support raises Rin-D execute range by 10 percentage points.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","","","","","","","","","","","","","","",""
"rin-d-trait-3","rin","rin-d","rin-d","ActiveEnhancement","2","특성 3","처치 시 쿨다운 반환 +20%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Shared kill cooldown refund bonus support adds +20% refund on Rin-D kills.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","","","","","","","","","","","",""
"rin-d-trait-4","rin","rin-d","rin-d","ActiveEnhancement","3","특성 4","치명타 피해 +40%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","","","","","","","","RuntimeImplemented","Shared crit_damage_bonus support now applies Rin-D trait 4 directly.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rin-d-trait-5","rin","rin-d","rin-d","ActiveEnhancement","4","특성 5","보스 대상 위력 +25%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Shared boss-target damage support now applies Rin-D trait 5 to boss and midboss enemies only.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.25","","","","","","","","","","","","",""
"rin-d-master-1","rin","rin-d","rin-d","ActiveMaster","0","확정 종결","처형 대상에게 치명타 확률 +50%, 처치 시 쿨다운 완전 초기화, 처치 순간 대상 주변에 90% 신성 피해 폭발","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Shared execute crit bonus, kill cooldown reset, and OnKill trigger wiring now implement Rin-D master 1.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","","","true","true","","","","","","","","","",""
"rin-d-master-2","rin","rin-d","rin-d","ActiveMaster","1","파멸권","위력 +90%, 처형 기준 체력 -10%, 쿨다운 +25%, 70% 어둠 추가 피해","","","1.9","","1.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Shared execute-threshold bonus, cooldown multiplier, and on-hit additional damage support now implement Rin-D master 2.","","","","","","","","","","","","","","","","","","1","0.7","Darkness","HitTarget","","","","","","","","","","-0.1","","","","","","","","","","","","","","",""
"rin-e-trait-1","rin","rin-e","rin-e","ActiveEnhancement","0","특성 1","위력 +30%","","","1.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Damage +30% mapped to shared damage multiplier.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rin-e-trait-2","rin","rin-e","rin-e","ActiveEnhancement","1","특성 2","피해 범위 +25%","","","","","","","","","","","","","","","","1.25","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Radius +25% mapped to shared radius multiplier.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rin-e-trait-3","rin","rin-e","rin-e","ActiveEnhancement","2","특성 3","쿨다운 -20%","","","","","0.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Cooldown -20% mapped to shared cooldown multiplier.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rin-e-trait-4","rin","rin-e","rin-e","ActiveEnhancement","3","특성 4","중심부 대상 위력 +50%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Center target damage +50% mapped to prefab CoreHitBox damage multiplier.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CoreHitBox","1.5","","","","","","","",""
"rin-e-trait-5","rin","rin-e","rin-e","ActiveEnhancement","4","특성 5","적중한 적 3명 이상이면 하울링 쿨다운 20% 반환","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","If 3+ enemies are hit, reduce Howling/rin-b cooldown by 20% of its effective cooldown.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","rin-b","3","0.2","",""
"rin-e-master-1","rin","rin-e","rin-e","ActiveMaster","0","압살 지점","피해 범위 -20%, 위력 +100%, 중심부 적중 시 100% 화염 추가 피해","","","2","","","","","","","","","","","","","0.8","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Radius -20%, damage +100%, and CoreHitBox hit applies 100% Fire additional damage.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CoreHitBox","","1","1","Fire","","","","",""
"rin-e-master-2","rin","rin-e","rin-e","ActiveMaster","1","균열 확산","피해 범위 +50%, 위력 +35%, 적중한 적 이동 속도 2초간 -25%, 45% 어둠 추가 피해","","","1.35","","","","","","","","","","","","","1.5","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Radius +50%, damage +35%, 45% Darkness on-hit additional damage, and slow is authored in monster_skill_effects.csv.","","","","","","","","","","","","","","","","","","1","0.45","Darkness","HitTarget","","","","","","","","","","","","","","","","","","","","","","","","",""
"rin-f-trait-1","rin","rin-f","","PassiveEnhancement","0","특성 1","모든 아군의 물리 피해 +6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Implemented through shared Rin F-J passive status/effect/trigger runtime.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rin-f-trait-2","rin","rin-f","","PassiveEnhancement","1","특성 2","추가타 피해 +15%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Implemented through shared Rin F-J passive status/effect/trigger runtime.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rin-f-trait-3","rin","rin-f","","PassiveEnhancement","2","특성 3","추가타에 30% 번개 추가 피해 적용","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Implemented through shared Rin F-J passive status/effect/trigger runtime.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rin-g-trait-1","rin","rin-g","","PassiveEnhancement","0","특성 1","하울링 중 모든 아군의 공격력 +8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Implemented through shared Rin F-J passive status/effect/trigger runtime.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rin-g-trait-2","rin","rin-g","","PassiveEnhancement","1","특성 2","하울링 중 모든 아군의 치명타 확률 +6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Implemented through shared Rin F-J passive status/effect/trigger runtime.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rin-g-trait-3","rin","rin-g","rin-b","PassiveEnhancement","2","특성 3","하울링 발동 시 린의 파쇄권 재장전 시간 25% 감소","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Implemented through shared Rin F-J passive status/effect/trigger runtime.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rin-h-trait-1","rin","rin-h","","PassiveEnhancement","0","특성 1","자동 발동에 필요한 물리 피해 누적 횟수 -2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Implemented through shared Rin F-J passive status/effect/trigger runtime.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rin-h-trait-2","rin","rin-h","","PassiveEnhancement","1","특성 2","자동 발동 충격파 위력 +20%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Implemented through shared Rin F-J passive status/effect/trigger runtime.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rin-h-trait-3","rin","rin-h","","PassiveEnhancement","2","특성 3","충격파 자동 발동 시 30% 번개 추가 피해 적용","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Implemented through shared Rin F-J passive status/effect/trigger runtime.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rin-i-trait-1","rin","rin-i","","PassiveEnhancement","0","특성 1","낮은 체력 대상 피해 증가 +8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Implemented through shared Rin F-J passive status/effect/trigger runtime.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rin-i-trait-2","rin","rin-i","","PassiveEnhancement","1","특성 2","종결 일격 처치 시 모든 아군의 치명타 피해 +25%, 4.0초","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Implemented through shared Rin F-J passive status/effect/trigger runtime.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rin-i-trait-3","rin","rin-i","","PassiveEnhancement","2","특성 3","종결 일격이 처형 기준 대상을 적중하면 붕괴 타격 쿨다운 12% 충전","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Implemented through shared Rin F-J passive status/effect/trigger runtime.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rin-j-trait-1","rin","rin-j","rin-e","PassiveEnhancement","0","특성 1","물리 방어력 감소량 +8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Implemented through shared Rin F-J passive status/effect/trigger runtime.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rin-j-trait-2","rin","rin-j","rin-e","PassiveEnhancement","1","특성 2","붕괴 타격이 3명 이상 적중하면 모든 아군의 공격력 +15%, 3.0초","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Implemented through shared Rin F-J passive status/effect/trigger runtime.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rin-j-trait-3","rin","rin-j","rin-e","PassiveEnhancement","2","특성 3","방어력이 감소한 적 처치 시 종결 일격 쿨다운 15% 충전","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Implemented through shared Rin F-J passive status/effect/trigger runtime.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-a-trait-1","sein","sein-a","sein-a","ActiveEnhancement","0","특성 1","위력 +25%","","","1.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Shared projectile choice damage_multiplier applies Sein-A trait 1.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-a-trait-2","sein","sein-a","sein-a","ActiveEnhancement","1","특성 2","탄창 수 +4","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Shared projectile choice magazine_bonus applies Sein-A trait 2.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-a-trait-3","sein","sein-a","sein-a","ActiveEnhancement","2","특성 3","재장전 속도 +30%","","","","","","","","","0.7692307692307692","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Shared projectile choice reload_time_multiplier applies Sein-A trait 3.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-a-trait-4","sein","sein-a","sein-a","ActiveEnhancement","3","특성 4","관통 수 +1, 위력 +10%","","","1.1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Shared projectile choice damage_multiplier and pierce_bonus apply Sein-A trait 4.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-a-trait-5","sein","sein-a","sein-a","ActiveEnhancement","4","특성 5","발사 간격 -20%, 위력 -10%","","","0.9","","","","","","","0.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Shared projectile choice damage_multiplier and shot_interval_multiplier apply Sein-A trait 5.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-a-master-1","sein","sein-a","sein-a","ActiveMaster","0","백열 화살","위력 +55%, 관통 수 +1","","","1.55","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Shared projectile choice damage_multiplier and pierce_bonus apply Sein-A master 1.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-a-master-2","sein","sein-a","sein-a","ActiveMaster","1","폭염 화살","적중 시 작은 폭발 발생, 폭발은 50% 화염 피해","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Shared OnOutgoingDamage SingleAttack trigger applies 50% Fire explosion using Assets/Prefab/Skill/Sein/Sein_A_Master-2.prefab.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-b-trait-1","sein","sein-b","sein-b","ActiveEnhancement","0","특성 1","탄환 수 +2","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","탄환 수 +2 -> shared burst projectile count modifier.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-b-trait-2","sein","sein-b","sein-b","ActiveEnhancement","1","특성 2","위력 +25%","","","1.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","위력 +25% -> shared projectile damage modifier.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-b-trait-3","sein","sein-b","sein-b","ActiveEnhancement","2","특성 3","재장전 속도 +30%","","","","","","","","","0.7692307692307692","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","재장전 속도 +30% -> shared reload time multiplier.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-b-trait-4","sein","sein-b","sein-b","ActiveEnhancement","3","특성 4","발사 간격 -25%","","","","","","","","","","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","발사 간격 -25% -> shared shot interval multiplier.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-b-trait-5","sein","sein-b","sein-b","ActiveEnhancement","4","특성 5","같은 대상에게 연속 적중 시 피해 +8%, 최대 +40%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","Same-target consecutive projectile hits gain +8% damage up to +40% through shared runtime consecutive-hit tracking.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.08","0.4"
"sein-b-master-1","sein","sein-b","sein-b","ActiveMaster","0","포화 사격","탄환 수 +4, 위력 -20%","","","0.8","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RuntimeImplemented","탄환 수 +4 and 위력 -20% -> shared burst projectile count and damage modifiers.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-b-master-2","sein","sein-b","sein-b","ActiveMaster","1","집중 사격","탄환 수 -2, 위력 +90%, 치명타 확률 +20%","","","1.9","","","","-2","","","","","","","","","","","","","","","","","","","","","","","0.2","","","","","","","","","RuntimeImplemented","탄환 수 -2, 위력 +90%, 치명타 확률 +20% -> shared burst projectile count, damage, and crit modifiers.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-c-trait-1","sein","sein-c","sein-c","ActiveEnhancement","0","특성 1","위력 +30%","","","1.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ReferenceDirect","Reference numeric effect mapped into unified choice CSV.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-c-trait-2","sein","sein-c","sein-c","ActiveEnhancement","1","특성 2","폭발 반경 +25%","","","","","","","","","","","","","","","","1.25","","","","","","","","","","","","","","","","","","","","","","","ReferenceDirect","Reference numeric effect mapped into unified choice CSV.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-c-trait-3","sein","sein-c","sein-c","ActiveEnhancement","2","특성 3","쿨타임 -20%","","","","","0.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ReferenceDirect","Reference numeric effect mapped into unified choice CSV.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-c-trait-4","sein","sein-c","sein-c","ActiveEnhancement","3","특성 4","지연 시간 -40%","","","","","","","","","","","","","","","","","","","","0.6","","","","","","","","","","","","","","","","","","","ReferenceDirect","Projectile impact delay -40% mapped through shared damage_delay_multiplier.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-c-trait-5","sein","sein-c","sein-c","ActiveEnhancement","4","특성 5","열풍 화살에 맞은 적에게 위력 +35%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ReferenceDirect","Conditional damage vs targets marked by Sein-A hit status.","","","","","","","","","","","","","","","1.35","sein-a-hit-mark","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-c-master-1","sein","sein-c","sein-c","ActiveMaster","0","낙화 궤적","폭발 후 같은 위치에 2초 동안 작은 화염 지대 생성","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SharedExtension","Projectile delayed-impact on-expire residual zone handled by shared projectile/effect runtime.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-c-master-2","sein","sein-c","sein-c","ActiveMaster","1","관통 궤도","화살 경로상의 적에게 40% 화염 피해 후 폭발","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SharedExtension","Projectile on-hit follow-up damage effect handled by shared projectile/effect runtime.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-d-trait-1","sein","sein-d","sein-d","ActiveEnhancement","0","특성 1","지속시간 +25%","","","","","","","","","","","","","","","","","","1.25","","","","","","","","","","","","","","","","","","","","","ReferenceDirect","Reference numeric effect mapped into unified choice CSV.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-d-trait-2","sein","sein-d","sein-d","ActiveEnhancement","1","특성 2","피해 주기 속도 +25%","","","","","","","","","","0.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ReferenceDirect","Tick speed +25% mapped as interval * 0.8.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-d-trait-3","sein","sein-d","sein-d","ActiveEnhancement","2","특성 3","범위 +30%","","","","","","","","","","","","","","","","1.3","","","","","","","","","","","","","","","","","","","","","","","ReferenceDirect","Reference numeric effect mapped into unified choice CSV.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-d-trait-4","sein","sein-d","sein-d","ActiveEnhancement","3","특성 4","쿨타임 -20%","","","","","0.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ReferenceDirect","Reference numeric effect mapped into unified choice CSV.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-d-trait-5","sein","sein-d","sein-d","ActiveEnhancement","4","특성 5","같은 대상에게 4회 이상 피해를 주면 이후 피해 +35%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ReferenceDirect","Conditional damage after same target accumulates 4 zone-hit stacks.","","","","","","","","","","","","","","","1.35","sein-d-heat-stack","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sein-d-master-1","sein","sein-d","sein-d","ActiveMaster","0","열압 폭풍","피해 주기 속도 +50%, 범위 -20%","","","","","","","","","","0.6666667","","","","","","0.8","","","","","","","","","","","","","","","","","","","","","","","ReferenceDirect","Tick speed +50% mapped as interval * 0.6666667, radius -20%.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
