"monster_id","owner_kind","owner_id","graph_kind","graph_index","target_skill_id","node_order","node_type_id","arg_1","arg_2","arg_3","arg_4","arg_5","arg_6","arg_7","arg_8","arg_9","arg_10","arg_11","arg_12","excludes_active_choice_id"
"rin","Skill","rin-i","Effect","0","rin-i","3","ConditionHealthRatioMax","0.35","","","","","","","","","","","",""
"rin","Skill","rin-i","Effect","0","rin-i","4","EffectLifetime","0.5","","","","","","","","","","","",""
"rin","Skill","rin-i","Effect","0","rin-i","5","StatusDamageTakenBonus","0.16","","","","","","","","","","","",""
"rin","Choice","rin-i-trait-1","Effect","0","rin-i","1","StatusModifier","","","","","","","","","","","","",""
"rin","Choice","rin-i-trait-1","Effect","0","rin-i","2","EffectTarget","Enemy","Owner","Battlefield","Caster","Center","OnCast","","","","","","",""
"rin","Choice","rin-i-trait-1","Effect","0","rin-i","3","ConditionHealthRatioMax","0.35","","","","","","","","","","","",""
"rin","Choice","rin-i-trait-1","Effect","0","rin-i","4","EffectLifetime","0.5","","","","","","","","","","","",""
"rin","Choice","rin-i-trait-1","Effect","0","rin-i","5","StatusDamageTakenBonus","0.08","","","","","","","","","","","",""
"rin","Trigger","rin-i-finishing-kill-action-speed","Effect","0","rin-i","1","StatusModifier","","","","","","","","","","","","",""
"rin","Trigger","rin-i-finishing-kill-action-speed","Effect","0","rin-i","2","EffectTarget","AllAllies","Owner","Battlefield","Caster","Center","OnCast","","","","","","",""
"rin","Trigger","rin-i-finishing-kill-action-speed","Effect","0","rin-i","3","EffectLifetime","4","","","","","","","","","","","",""
"rin","Trigger","rin-i-finishing-kill-action-speed","Effect","0","rin-i","4","StatusActionSpeedBonus","0.10","","","","","","","","","","","",""
"rin","Trigger","rin-i-finishing-kill-crit-damage-trait2","Effect","0","rin-i","1","StatusModifier","","","","","","","","","","","","",""
"rin","Trigger","rin-i-finishing-kill-crit-damage-trait2","Effect","0","rin-i","2","EffectTarget","AllAllies","Owner","Battlefield","Caster","Center","OnCast","","","","","","",""
"rin","Trigger","rin-i-finishing-kill-crit-damage-trait2","Effect","0","rin-i","3","EffectLifetime","4","","","","","","","","","","","",""
"rin","Trigger","rin-i-finishing-kill-crit-damage-trait2","Effect","0","rin-i","4","StatusCriticalDamageBonus","0.25","","","","","","","","","","","",""
"rin","Skill","rin-j","Effect","0","rin-e","1","StatusModifier","","","","","","","","","","","","",""
"rin","Skill","rin-j","Effect","0","rin-e","2","EffectTarget","Enemy","Owner","Battlefield","Caster","Center","OnHit","","","","","","",""
"rin","Skill","rin-j","Effect","0","rin-e","3","EffectLifetime","4","","","","","","","","","","","",""
"rin","Skill","rin-j","Effect","0","rin-e","4","StatusElementResistReduction","0.18","Physical","","","","","","","","","","",""
"rin","Skill","rin-j","Effect","1","rin-e","1","StatusModifier","","","","","","","","","","","","",""
"rin","Skill","rin-j","Effect","1","rin-e","2","EffectTarget","AllAllies","Owner","Battlefield","Caster","Center","OnHitCount","","","","","","",""
"rin","Skill","rin-j","Effect","1","rin-e","3","ConditionHitCountMin","3","","","","","","","","","","","",""
"rin","Skill","rin-j","Effect","1","rin-e","4","EffectLifetime","3","","","","","","","","","","","",""
"rin","Skill","rin-j","Effect","1","rin-e","5","StatusActionSpeedBonus","0.12","","","","","","","","","","","",""
"rin","Choice","rin-j-trait-1","Effect","0","rin-e","1","StatusModifier","","","","","","","","","","","","",""
"rin","Choice","rin-j-trait-1","Effect","0","rin-e","2","EffectTarget","Enemy","Owner","Battlefield","Caster","Center","OnHit","","","","","","",""
"rin","Choice","rin-j-trait-1","Effect","0","rin-e","3","EffectLifetime","4","","","","","","","","","","","",""
"rin","Choice","rin-j-trait-1","Effect","0","rin-e","4","StatusElementResistReduction","0.08","Physical","","","","","","","","","","",""
"rin","Choice","rin-j-trait-2","Effect","0","rin-e","1","StatusModifier","","","","","","","","","","","","",""
"rin","Choice","rin-j-trait-2","Effect","0","rin-e","2","EffectTarget","AllAllies","Owner","Battlefield","Caster","Center","OnHitCount","","","","","","",""
"rin","Choice","rin-j-trait-2","Effect","0","rin-e","3","ConditionHitCountMin","3","","","","","","","","","","","",""
"rin","Choice","rin-j-trait-2","Effect","0","rin-e","4","EffectLifetime","3","","","","","","","","","","","",""
"rin","Choice","rin-j-trait-2","Effect","0","rin-e","5","StatusAttackPowerBonus","0.15","","","","","","","","","","","",""
"sein","Skill","sein-f","Effect","0","sein-f","1","StatusModifier","","","","","","","","","","","","",""
"sein","Skill","sein-f","Effect","0","sein-f","2","EffectTarget","AllAllies","Owner","Battlefield","Caster","Center","OnCast","","","","","","",""
"sein","Skill","sein-f","Effect","0","sein-f","3","EffectLifetime","0.5","","","","","","","","","","","",""
"sein","Skill","sein-f","Effect","0","sein-f","4","StatusDamageBonusRate","0.12","Fire","","","","","","","","","","",""
"sein","Skill","sein-f","Effect","1","sein-f","1","StatusModifier","","","","","","","","","","","","",""
"sein","Skill","sein-f","Effect","1","sein-f","2","EffectTarget","AllAllies","Owner","Battlefield","Caster","Center","OnCast","","","","","","",""
"sein","Skill","sein-f","Effect","1","sein-f","3","EffectLifetime","0.5","","","","","","","","","","","",""
"sein","Skill","sein-f","Effect","1","sein-f","4","ConditionSkillAttribute","Fire","","","","","","","","","","","",""
"sein","Skill","sein-f","Effect","1","sein-f","5","StatusCriticalChanceBonus","0.08","","","","","","","","","","","",""
"sein","Choice","sein-f-trait-1","Effect","0","sein-f","1","StatusModifier","","","","","","","","","","","","",""
"sein","Choice","sein-f-trait-1","Effect","0","sein-f","2","EffectTarget","AllAllies","Owner","Battlefield","Caster","Center","OnCast","","","","","","",""
"sein","Choice","sein-f-trait-1","Effect","0","sein-f","3","EffectLifetime","0.5","","","","","","","","","","","",""
"sein","Choice","sein-f-trait-1","Effect","0","sein-f","4","StatusDamageBonusRate","0.06","Fire","","","","","","","","","","",""
"sein","Choice","sein-f-trait-2","Plan","0","sein-a","1","MagazineBonus","3","","","","","","","","","","","",""
"sein","Choice","sein-f-trait-3","Effect","0","sein-f","1","StatusModifier","","","","","","","","","","","","",""
"sein","Choice","sein-f-trait-3","Effect","0","sein-f","2","EffectTarget","AllAllies","Owner","Battlefield","Caster","Center","OnCast","","","","","","",""
"sein","Choice","sein-f-trait-3","Effect","0","sein-f","3","EffectLifetime","0.5","","","","","","","","","","","",""
"sein","Choice","sein-f-trait-3","Effect","0","sein-f","4","ConditionSkillAttribute","Fire","","","","","","","","","","","",""
"sein","Choice","sein-f-trait-3","Effect","0","sein-f","5","StatusCriticalDamageBonus","0.20","","","","","","","","","","","",""
"sein","Skill","sein-h","Effect","0","sein-c","1","ApplyStatus","fire-resist-down","","","","","","","","","","","",""
"sein","Skill","sein-h","Effect","0","sein-c","2","EffectTarget","Enemy","EventTarget","Single","EffectTarget","Center","OnHit","","true","","","","",""
"sein","Skill","sein-h","Effect","0","sein-c","3","EffectLifetime","5","","","","","","","","","","","",""
"sein","Skill","sein-h","Effect","0","sein-c","4","StatusFlatElementResistReduction","12","Fire","","","","","","","","","","",""
"sein","Choice","sein-h-trait-1","Effect","0","sein-c","1","ApplyStatus","fire-resist-down","","","","","","","","","","","",""
"sein","Choice","sein-h-trait-1","Effect","0","sein-c","2","EffectTarget","Enemy","EventTarget","Single","EffectTarget","Center","OnHit","","true","","","","",""
"sein","Choice","sein-h-trait-1","Effect","0","sein-c","3","EffectLifetime","5","","","","","","","","","","","",""
"sein","Choice","sein-h-trait-1","Effect","0","sein-c","4","StatusFlatElementResistReduction","6","Fire","","","","","","","","","","",""
"sein","Choice","sein-h-trait-2","Plan","0","sein-c","1","RadiusMultiplier","1.25","","","","","","","","","","","",""
"sein","Choice","sein-h-trait-3","Effect","0","sein-c","1","ApplyStatus","fire-exposure","","","","","","","","","","","",""
"sein","Choice","sein-h-trait-3","Effect","0","sein-c","2","EffectTarget","Enemy","EventTarget","Single","EffectTarget","Center","OnHit","","true","","","","",""
"sein","Choice","sein-h-trait-3","Effect","0","sein-c","3","EffectLifetime","5","","","","","","","","","","","",""
"sein","Choice","sein-h-trait-3","Effect","0","sein-c","4","StatusElementDamageTakenBonus","0.10","Fire","","","","","","","","","","",""
"sein","Choice","sein-i-base-shot-interval","Plan","0","sein-d","1","ShotIntervalMultiplier","0.8","","","","","","","","","","","",""
"sein","Skill","sein-i","Effect","0","sein-d","1","ApplyStatus","fire-exposure","","","","","","","","","","","",""
"sein","Skill","sein-i","Effect","0","sein-d","2","EffectTarget","Enemy","EventTarget","Single","EffectTarget","Center","OnHit","","true","","","","",""
"sein","Skill","sein-i","Effect","0","sein-d","3","EffectLifetime","4","","","","","","","","","","","",""
"sein","Skill","sein-i","Effect","0","sein-d","4","StatusElementDamageTakenBonus","0.15","Fire","","","","","","","","","","",""
"sein","Choice","sein-i-trait-1","Effect","0","sein-d","1","ApplyStatus","fire-exposure","","","","","","","","","","","",""
"sein","Choice","sein-i-trait-1","Effect","0","sein-d","2","EffectTarget","Enemy","EventTarget","Single","EffectTarget","Center","OnHit","","true","","","","",""
"sein","Choice","sein-i-trait-1","Effect","0","sein-d","3","EffectLifetime","4","","","","","","","","","","","",""
"sein","Choice","sein-i-trait-1","Effect","0","sein-d","4","StatusElementDamageTakenBonus","0.07","Fire","","","","","","","","","","",""
"sein","Choice","sein-i-trait-2","Plan","0","sein-d","1","DurationBonus","2","","","","","","","","","","","",""
"sein","Choice","sein-i-trait-3","Plan","0","sein-d","1","RadiusMultiplier","1.25","","","","","","","","","","","",""
"sein","Skill","sein-j","Effect","0","sein-e","1","ApplyStatus","fire-exposure","","","","","","","","","","","",""
"sein","Skill","sein-j","Effect","0","sein-e","2","EffectTarget","Enemy","EventTarget","Single","EffectTarget","Center","OnHit","","true","","","","",""
"sein","Skill","sein-j","Effect","0","sein-e","3","EffectLifetime","5","","","","","","","","","","","",""
"sein","Skill","sein-j","Effect","0","sein-e","4","StatusElementDamageTakenBonus","0.20","Fire","","","","","","","","","","",""
"sein","Choice","sein-j-trait-1","Effect","0","sein-e","1","ApplyStatus","fire-exposure","","","","","","","","","","","",""
"sein","Choice","sein-j-trait-1","Effect","0","sein-e","2","EffectTarget","Enemy","EventTarget","Single","EffectTarget","Center","OnHit","","true","","","","",""
"sein","Choice","sein-j-trait-1","Effect","0","sein-e","3","EffectLifetime","5","","","","","","","","","","","",""
"sein","Choice","sein-j-trait-1","Effect","0","sein-e","4","StatusElementDamageTakenBonus","0.10","Fire","","","","","","","","","","",""
"sein","Choice","sein-j-trait-3","Effect","0","sein-e","1","ApplyStatus","fire-resist-down","","","","","","","","","","","",""
"sein","Choice","sein-j-trait-3","Effect","0","sein-e","2","EffectTarget","Enemy","EventTarget","Single","EffectTarget","Center","OnHit","","true","","","","",""
"sein","Choice","sein-j-trait-3","Effect","0","sein-e","3","EffectLifetime","5","","","","","","","","","","","",""
"sein","Choice","sein-j-trait-3","Effect","0","sein-e","4","StatusFlatElementResistReduction","8","Fire","","","","","","","","","","",""
"vega","Skill","vega-f","Effect","0","vega-f","1","StatusModifier","","same_source_refresh","","","","","","","","","","",""
"vega","Skill","vega-f","Effect","0","vega-f","2","EffectTarget","Enemy","Nearest","Battlefield","Caster","Center","OnCast","","false","true","","","",""
"vega","Skill","vega-f","Effect","0","vega-f","3","EffectLifetime","0.5","","","","","","","","","","","",""
"vega","Skill","vega-f","Effect","0","vega-f","4","ConditionStatus","name-mark","Enemy","","1","","","","","","","","",""
"vega","Skill","vega-f","Effect","0","vega-f","5","StatusDamageTakenBonus","0.10","","","","","","","","","","","",""
"vega","Choice","vega-f-trait-1","Effect","0","vega-f","1","StatusModifier","","same_source_refresh","","","","","","","","","","",""
"vega","Choice","vega-f-trait-1","Effect","0","vega-f","2","EffectTarget","Enemy","Nearest","Battlefield","Caster","Center","OnCast","","false","true","","","",""
"vega","Choice","vega-f-trait-1","Effect","0","vega-f","3","EffectLifetime","0.5","","","","","","","","","","","",""
"vega","Choice","vega-f-trait-1","Effect","0","vega-f","4","ConditionStatus","name-mark","Enemy","","1","","","","","","","","",""
"vega","Choice","vega-f-trait-1","Effect","0","vega-f","5","StatusDamageTakenBonus","0.05","","","","","","","","","","","",""
"vega","Skill","vega-f","Effect","1","vega-f","1","StatusModifier","","same_source_refresh","","","","","","","","","","",""
"vega","Skill","vega-f","Effect","1","vega-f","2","EffectTarget","Enemy","Nearest","Battlefield","Caster","Center","OnCast","","false","true","","","",""
"vega","Skill","vega-f","Effect","1","vega-f","3","EffectLifetime","0.5","","","","","","","","","","","",""
"vega","Skill","vega-f","Effect","1","vega-f","4","ConditionStatus","name-mark","Enemy","","10","","","","","","","","",""
"vega","Skill","vega-f","Effect","1","vega-f","5","StatusFlatElementResistReduction","8","Physical","","","","","","","","","","",""
"vega","Choice","vega-f-trait-2","Effect","0","vega-f","1","StatusModifier","","same_source_refresh","","","","","","","","","","",""
"vega","Choice","vega-f-trait-2","Effect","0","vega-f","2","EffectTarget","Enemy","Nearest","Battlefield","Caster","Center","OnCast","","false","true","","","",""
"vega","Choice","vega-f-trait-2","Effect","0","vega-f","3","EffectLifetime","0.5","","","","","","","","","","","",""
"vega","Choice","vega-f-trait-2","Effect","0","vega-f","4","ConditionStatus","name-mark","Enemy","","10","","","","","","","","",""
"vega","Choice","vega-f-trait-2","Effect","0","vega-f","5","StatusFlatElementResistReduction","4","Physical","","","","","","","","","","",""
"vega","Choice","vega-f-trait-3","Plan","0","vega-a","1","BurstStatusStacksBonus","0","1","","","","","","","","","","",""
"vega","Skill","vega-g","Effect","0","vega-g","1","StatusModifier","","same_source_refresh","","","","","","","","","","",""
"vega","Skill","vega-g","Effect","0","vega-g","2","EffectTarget","Enemy","Nearest","Battlefield","Caster","Center","OnCast","","false","true","","","",""
"vega","Skill","vega-g","Effect","0","vega-g","3","EffectLifetime","0.5","","","","","","","","","","","",""
"vega","Skill","vega-g","Effect","0","vega-g","4","ConditionStatus","silence","Enemy","","1","","","","","","","","",""
"vega","Skill","vega-g","Effect","0","vega-g","5","StatusDamageTakenBonus","0.14","","","","","","","","","","","",""
"vega","Choice","vega-g-trait-1","Effect","0","vega-g","1","StatusModifier","","same_source_refresh","","","","","","","","","","",""
"vega","Choice","vega-g-trait-1","Effect","0","vega-g","2","EffectTarget","Enemy","Nearest","Battlefield","Caster","Center","OnCast","","false","true","","","",""
"vega","Choice","vega-g-trait-1","Effect","0","vega-g","3","EffectLifetime","0.5","","","","","","","","","","","",""
"vega","Choice","vega-g-trait-1","Effect","0","vega-g","4","ConditionStatus","silence","Enemy","","1","","","","","","","","",""
"vega","Choice","vega-g-trait-1","Effect","0","vega-g","5","StatusDamageTakenBonus","0.06","","","","","","","","","","","",""
"vega","Choice","vega-g-trait-2","Plan","0","vega-b","1","StatusDurationBonus","silence","1","","","","","","","","","","",""
"vega","Choice","vega-g-trait-3","Effect","0","vega-g","1","StatusModifier","","same_source_refresh","","","","","","","","","","",""
"vega","Choice","vega-g-trait-3","Effect","0","vega-g","2","EffectTarget","Enemy","Nearest","Battlefield","Caster","Center","OnCast","","false","true","","","",""
"vega","Choice","vega-g-trait-3","Effect","0","vega-g","3","EffectLifetime","0.5","","","","","","","","","","","",""
"vega","Choice","vega-g-trait-3","Effect","0","vega-g","4","ConditionStatusExpression","silence&name-mark","Enemy","","","","","","","","","","",""
"vega","Choice","vega-g-trait-3","Effect","0","vega-g","5","StatusCriticalResistanceBonus","-0.10","","","","","","","","","","","",""
"vega","Trigger","vega-g-mark-on-hit-base","Effect","0","vega-b","1","ApplyStatus","name-mark","","","","","","","","","","","",""
"vega","Trigger","vega-g-mark-on-hit-base","Effect","0","vega-b","2","EffectTarget","Enemy","EventTarget","Single","EffectTarget","AppliedTargets","OnCast","","false","false","","","",""
"vega","Trigger","vega-g-mark-on-hit-base","Effect","0","vega-b","3","AttachStatusPayload","name-mark","1","이름표식","0","1","2","same_source_refresh","","","","","",""
"vega","Choice","vega-h-base-duration","Plan","0","vega-c","1","DurationMultiplier","1.2","","","","","","","","","","","",""
"vega","Skill","vega-h","Effect","0","vega-h","1","StatusModifier","all_allies","same_source_refresh","","","","","","","","","","",""
"vega","Skill","vega-h","Effect","0","vega-h","2","EffectTarget","AllAllies","Owner","Battlefield","Caster","Center","OnCast","","false","true","","","",""
"vega","Skill","vega-h","Effect","0","vega-h","3","EffectLifetime","0.5","","","","","","","","","","","",""
"vega","Skill","vega-h","Effect","0","vega-h","4","RequiredSourceStatus","slaughter-permit","1","","","","","","","","","","",""
"vega","Skill","vega-h","Effect","0","vega-h","5","StatusActionSpeedBonus","0.12","","","","","","","","","","","",""
"vega","Choice","vega-h-trait-1","Effect","0","vega-h","1","StatusModifier","all_allies","same_source_refresh","","","","","","","","","","",""
"vega","Choice","vega-h-trait-1","Effect","0","vega-h","2","EffectTarget","AllAllies","Owner","Battlefield","Caster","Center","OnCast","","false","true","","","",""
"vega","Choice","vega-h-trait-1","Effect","0","vega-h","3","EffectLifetime","0.5","","","","","","","","","","","",""
"vega","Choice","vega-h-trait-1","Effect","0","vega-h","4","RequiredSourceStatus","slaughter-permit","1","","","","","","","","","","",""
"vega","Choice","vega-h-trait-1","Effect","0","vega-h","5","StatusActionSpeedBonus","0.06","","","","","","","","","","","",""
"vega","Choice","vega-h-trait-2","Effect","0","vega-h","1","StatusModifier","all_allies","same_source_refresh","","","","","","","","","","",""
"vega","Choice","vega-h-trait-2","Effect","0","vega-h","2","EffectTarget","AllAllies","Owner","Battlefield","Caster","Center","OnCast","","false","true","","","",""
"vega","Choice","vega-h-trait-2","Effect","0","vega-h","3","EffectLifetime","0.5","","","","","","","","","","","",""
"vega","Choice","vega-h-trait-2","Effect","0","vega-h","4","RequiredSourceStatus","slaughter-permit","1","","","","","","","","","","",""
"vega","Choice","vega-h-trait-2","Effect","0","vega-h","5","StatusAttackPowerBonus","0.08","","","","","","","","","","","",""
"vega","Choice","vega-h-trait-3","Effect","0","vega-h","1","StatusModifier","","same_source_refresh","","","","","","","","","","",""
"vega","Choice","vega-h-trait-3","Effect","0","vega-h","2","EffectTarget","Enemy","Nearest","Battlefield","Caster","Center","OnCast","","false","true","","","",""
"vega","Choice","vega-h-trait-3","Effect","0","vega-h","3","EffectLifetime","0.5","","","","","","","","","","","",""
"vega","Choice","vega-h-trait-3","Effect","0","vega-h","4","RequiredSourceStatus","slaughter-permit","1","","","","","","","","","","",""
"vega","Choice","vega-h-trait-3","Effect","0","vega-h","5","ConditionStatus","name-mark","Enemy","","1","","","","","","","","",""
"vega","Choice","vega-h-trait-3","Effect","0","vega-h","6","StatusDamageTakenBonus","0.10","","","","","","","","","","","",""
